output_prefix,name,motif_id,cluster,total_tfbs,SEA_mean_score,SEA_bound,NOSEA_mean_score,NOSEA_bound,SEA_NOSEA_change,SEA_NOSEA_pvalue,SEA_NOSEA_highlighted,neglog10p,category,label
Irf1_MA0050.4,Irf1,MA0050.4,C_Stat2,28374,0.04617,755,0.03115,565,0.07012,4.82371e-66,FALSE,65.31661880973722,Other,NA
Isl1_MA1608.2,Isl1,MA1608.2,C_Isl1,2536,0.17781,220,0.15036,175,-0.04411,3.945790000000001e-24,FALSE,23.403866032177618,Other,NA
Lef1_MA0768.3,Lef1,MA0768.3,C_Hnf1A,9511,0.19756,848,0.15534,745,-0.06871,2.7080299999999996e-64,FALSE,63.56734652877482,Other,NA
Lhx1_MA1518.3,Lhx1,MA1518.3,C_Lhx1,2486,0.14023,164,0.10792,139,-0.09148,3.82906e-43,FALSE,42.416907828359875,Negative (Top 10%),NA
Lhx3_MA0135.2,Lhx3,MA0135.2,C_Lhx3,9260,0.04911,268,0.03811,208,-0.01651,1.626e-8,FALSE,7.788879458741951,Other,NA
Lhx4_MA0704.2,Lhx4,MA0704.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
Lhx8_MA0705.2,Lhx8,MA0705.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
Mafb_MA0117.3,Mafb,MA0117.3,C_Mafb,10388,0.01738,114,0.01136,75,0.0624,4.2957699999999994e-32,FALSE,31.366958979264933,Other,NA
Mafg_MA0659.4,Mafg,MA0659.4,C_MAFG::NFE2L1,16560,0.07805,764,0.05974,598,-0.01503,2.04023e-19,FALSE,18.69032087076021,Other,NA
Mecom_MA0029.2,Mecom,MA0029.2,C_Mecom,9182,0.12366,610,0.09866,489,-0.00916,1.69337e-7,FALSE,6.771248138523185,Other,NA
Mlxip_MA0622.2,Mlxip,MA0622.2,C_Mlxip,8289,0.07507,372,0.04581,238,0.10053,5.5403000000000006e-67,FALSE,66.25646671815659,Positive (Top 10%),NA
Msgn1_MA1524.3,Msgn1,MA1524.3,C_Msgn1,8554,0.12839,606,0.09936,472,-0.01238,1.57651e-8,FALSE,7.8023032701231525,Other,NA
Msx3_MA0709.2,Msx3,MA0709.2,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
Neurod2_MA1993.2,Neurod2,MA1993.2,C_Twist2,26214,0.05638,869,0.0357,560,0.09944,9.588380000000001e-82,FALSE,81.0182547626408,Positive (Top 10%),NA
Neurod2_MA0668.3,Neurod2,MA0668.3,C_NEUROD1,13537,0.07765,623,0.05789,472,0.00427,0.219865,FALSE,0.6578438998645855,Other,NA
Nfat5_MA0606.3,Nfat5,MA0606.3,C_Nfat5,15955,0.07206,629,0.05179,435,0.02648,2.67121e-26,FALSE,25.57329196811635,Other,NA
Nfatc1_MA0624.3,Nfatc1,MA0624.3,C_NFATC3,29946,0.1238,2000,0.0913,1470,-0.01521,5.92954e-27,FALSE,26.226978996890466,Other,NA
Nfatc2_MA0152.3,Nfatc2,MA0152.3,C_Nfatc2,16468,0.08064,779,0.06149,617,-0.03276,4.12621e-39,FALSE,38.38444867274669,Other,NA
Nfe2l2_MA0150.3,Nfe2l2,MA0150.3,C_MAFG::NFE2L1,15263,0.1062,972,0.08651,813,-0.03852,2.68292e-51,FALSE,50.57139227703978,Other,NA
Nkx2-1_MA1994.2,Nkx2-1,MA1994.2,C_NKX2-8,4589,0.16864,395,0.12825,328,-0.05959,1.09338e-41,FALSE,40.96122887444398,Other,NA
Nkx3-1_MA0124.3,Nkx3-1,MA0124.3,C_Nkx3-2,3570,0.06191,126,0.04391,85,0.00657,0.255305,FALSE,0.5929406797075167,Other,NA
Nkx3-2_MA0122.4,Nkx3-2,MA0122.4,C_Nkx3-2,6894,0.04965,200,0.03262,127,0.03274,3.7719e-15,FALSE,14.423439829726831,Other,NA
Nobox_MA0125.2,Nobox,MA0125.2,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
Npas2_MA0626.2,Npas2,MA0626.2,C_Mlxip,3889,0.07848,201,0.05339,133,0.0826,1.05e-45,FALSE,44.97881070093006,Other,NA
Npas4_MA1995.2,Npas4,MA1995.2,C_Npas4,1493,0.22628,148,0.19264,111,-0.0487,1.11029e-19,FALSE,18.954563571708576,Other,NA
Nr1H2_MA1996.2,Nr1H2,MA1996.2,C_Nr1h3,26115,0.06022,974,0.04473,714,0.02496,1.57773e-29,FALSE,28.801967316426325,Other,NA
Nr1h3Rxra_MA0494.2,Nr1h3::Rxra,MA0494.2,C_Nr1h3::Rxra,9339,0.13625,690,0.11027,500,0.00366,0.00517213,FALSE,2.286330567787562,Other,NA
Nr1H4_MA1110.3,Nr1H4,MA1110.3,C_Nr1h3,26115,0.06022,974,0.04473,714,0.02496,1.57773e-29,FALSE,28.801967316426325,Other,NA
Nr2e3_MA0164.2,Nr2e3,MA0164.2,C_Nr2e3,9905,0.02086,129,0.01584,109,0.0319,5.17415e-15,FALSE,14.286160985123146,Other,NA
Nr2f6_MA0677.2,Nr2f6,MA0677.2,C_Nr2f6,11555,0.33054,1522,0.24937,1259,-0.0277,3.34657e-33,FALSE,32.47540008645436,Other,NA
NR5A1_MA1540.3,NR5A1,MA1540.3,C_NR5A1,17141,0.29193,2099,0.24382,1837,-0.09337,4.39404e-91,TRUE,90.35713599391069,Negative (Top 10%),NA
Nr5A2_MA0505.3,Nr5A2,MA0505.3,C_NR5A1,12335,0.01606,116,0.00962,73,0.08368,9.31619e-41,FALSE,40.03076166278333,Other,NA
Nrf1_MA0506.3,Nrf1,MA0506.3,C_Nrf1,11628,0.10696,632,0.06533,396,0.13643,3.25035e-79,TRUE,78.48806987136436,Positive (Top 10%),Nrf1
Olig2_MA1997.2,Olig2,MA1997.2,C_Twist2,26214,0.05638,869,0.0357,560,0.09944,9.588380000000001e-82,FALSE,81.0182547626408,Positive (Top 10%),NA
Pax7_MA0680.3,Pax7,MA0680.3,C_Pax7,5328,0.0438,120,0.0321,107,-0.00991,0.00479906,FALSE,2.318843820289287,Other,NA
Plagl1_MA1615.2,Plagl1,MA1615.2,C_Plagl1,11278,0.02852,179,0.02182,149,-0.02978,7.89409e-17,FALSE,16.102697926549503,Other,NA
PpargRxra_MA0065.3,Pparg::Rxra,MA0065.3,C_Pparg::Rxra,21759,0.25183,2617,0.19149,1992,0.01751,7.6928e-33,FALSE,32.11391555834939,Other,NA
Prdm14_MA1998.2,Prdm14,MA1998.2,C_Prdm14,5346,0.15401,351,0.11697,287,-0.01606,1.01857e-7,FALSE,6.992009119271489,Other,NA
Prdm15_MA1616.2,Prdm15,MA1616.2,C_Prdm15,12518,0.03331,253,0.02051,154,0.10247,9.804159999999999e-65,FALSE,64.00858960984856,Positive (Top 10%),NA
Prdm4_MA1647.3,Prdm4,MA1647.3,C_Prdm4,11200,0.11495,747,0.08749,549,-0.023,7.55131e-22,FALSE,21.12197770050063,Other,NA
Prdm5_MA1999.2,Prdm5,MA1999.2,C_Prdm5,15848,0.18979,1465,0.15252,1168,-0.02776,1.35488e-35,FALSE,34.868099167996704,Other,NA
Ptf1A_MA1618.2,Ptf1A,MA1618.2,C_Ptf1A,12136,0.07339,544,0.05505,410,0.00728,2.99511e-10,FALSE,9.523587222852052,Other,NA
Ptf1A_MA1619.2,Ptf1A,MA1619.2,C_Twist2,10675,0.03631,219,0.02273,143,0.07053,5.51282e-36,FALSE,35.25862618751038,Other,NA
Ptf1A_MA1620.2,Ptf1A,MA1620.2,C_MYOD1,7380,0.03985,158,0.02899,128,-0.03459,1.4831900000000002e-18,FALSE,17.828803211300617,Other,NA
Rarg_MA0859.2,Rarg,MA0859.2,C_Rarb,10249,0.28768,1233,0.22332,1029,-0.06997,4.00696e-70,FALSE,69.39718499294688,Other,NA
Rfx6_MA1724.2,Rfx6,MA1724.2,C_Rfx6,9140,0.35182,1373,0.25216,1040,0.0306,1.12697e-36,FALSE,35.94808764474171,Other,NA
Rhox11_MA0629.2,Rhox11,MA0629.2,C_Rhox11,4866,0.05066,143,0.0326,96,0.04917,9.36522e-25,FALSE,24.028482016082254,Other,NA
Runx1_MA0002.3,Runx1,MA0002.3,C_Bcl11B,18289,0.15171,1544,0.11132,1166,0.02127,3.11432e-30,FALSE,29.506636765212317,Other,NA
Shox2_MA0720.2,Shox2,MA0720.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
Six3_MA0631.2,Six3,MA0631.2,C_Six3,3682,0.10473,196,0.07346,154,0.00287,0.171327,FALSE,0.7661741897081804,Other,NA
Six4_MA2001.2,Six4,MA2001.2,C_SIX2,4795,0.12998,331,0.0931,227,0.0425,5.32755e-26,FALSE,25.273472465664028,Other,NA
Smad4_MA1153.2,Smad4,MA1153.2,C_Smad4,4391,0.21603,446,0.17125,354,0.00217,0.572759,FALSE,0.24202807783541716,Other,NA
Sox11_MA0869.3,Sox11,MA0869.3,C_Sox11,13307,0.17499,1184,0.14031,962,-0.06449,1.6490799999999999e-63,FALSE,62.78275827539502,Other,NA
Sox17_MA0078.3,Sox17,MA0078.3,C_Sox7,9756,0.1783,816,0.14562,653,-0.06381,2.1557600000000002e-55,FALSE,54.66639959064551,Other,NA
Sox3_MA0514.3,Sox3,MA0514.3,C_Sox7,4134,0.15427,316,0.11118,230,0.025,3.15193e-13,FALSE,12.501423436154344,Other,NA
Sox5_MA0087.3,Sox5,MA0087.3,C_Sox7,7792,0.18454,749,0.13235,564,0.00661,0.00610082,FALSE,2.214611788343123,Other,NA
Spi1_MA0080.7,Spi1,MA0080.7,C_Spi1,52418,0.11183,3583,0.0736,2377,0.10557,1.27398e-110,TRUE,109.89483738986395,Positive (Top 10%),NA
Stat2_MA1623.2,Stat2,MA1623.2,C_Stat2,39016,0.06502,1503,0.0474,1140,0.03755,7.573609999999999e-52,FALSE,51.12069706245903,Other,NA
Stat4_MA0518.2,Stat4,MA0518.2,C_Stat4,15340,0.11386,798,0.08583,638,0.00455,0.563718,FALSE,0.2489380975625219,Other,NA
Stat5a_MA1624.2,Stat5a,MA1624.2,C_Stat5a,12557,0.166,841,0.13077,677,-0.05359,1.4633e-50,FALSE,49.83466662740302,Other,NA
Stat5aStat5b_MA0519.2,Stat5a::Stat5b,MA0519.2,C_Stat5b,14303,0.12005,643,0.09399,515,-0.04145,1.79328e-39,FALSE,38.746351895066354,Other,NA
Stat5b_MA1625.2,Stat5b,MA1625.2,C_Stat5b,16343,0.08059,575,0.06091,418,0.0233,3.5673e-17,FALSE,16.4476603661688,Other,NA
Stat6_MA0520.2,Stat6,MA0520.2,C_Stat6,12779,0.02667,185,0.01916,146,0.03563,3.59642e-25,FALSE,24.444129595851162,Other,NA
Tbx6_MA1567.3,Tbx6,MA1567.3,C_TBX2,10847,0.13944,640,0.1174,524,-0.06598,1.1532600000000001e-55,FALSE,54.93807277090483,Other,NA
Tcf12_MA0521.3,Tcf12,MA0521.3,C_Twist2,26214,0.05638,869,0.0357,560,0.09944,9.588380000000001e-82,FALSE,81.0182547626408,Positive (Top 10%),NA
Tcf21_MA0832.2,Tcf21,MA0832.2,C_Tcf21,7563,0.04262,186,0.02846,138,0.02446,1.01311e-12,FALSE,11.994343397878184,Other,NA
Twist2_MA0633.3,Twist2,MA0633.3,C_Twist2,26214,0.05638,869,0.0357,560,0.09944,9.588380000000001e-82,FALSE,81.0182547626408,Positive (Top 10%),NA
Vdr_MA0693.4,Vdr,MA0693.4,C_NR1I3,7163,0.03941,155,0.02458,114,0.08117,2.89151e-41,FALSE,40.53887530139348,Other,NA
Wt1_MA1627.2,Wt1,MA1627.2,C_Wt1,25152,0.26864,2820,0.19497,2133,0.00613,2.40047e-4,FALSE,3.619703717279015,Other,NA
Yy1_MA0095.4,Yy1,MA0095.4,C_Yy1,10552,0.11877,651,0.07837,441,0.076550000000000007,1.81567e-57,FALSE,56.74096308213777,Other,NA
Zfp335_MA2002.2,Zfp335,MA2002.2,C_Zfp335,7507,0.31749,1033,0.24909,783,0.02767,4.1095500000000004e-30,FALSE,29.38620573121797,Other,NA
Zfx_MA0146.3,Zfx,MA0146.3,C_Zfx,15762,0.69187,2935,0.5144,2381,0.01932,9.17679e-33,FALSE,32.0373092064982,Other,NA
Zic1Zic2_MA1628.2,Zic1::Zic2,MA1628.2,C_Zic2,15646,0.13952,1190,0.09159,821,0.08329,9.07007e-72,FALSE,71.04238936117625,Other,NA
Zic2_MA1629.2,Zic2,MA1629.2,C_Zic2,20183,0.10458,1205,0.07637,927,0.03823,6.49233e-49,FALSE,48.18759941343967,Other,NA
Zic3_MA0697.3,Zic3,MA0697.3,C_Zic2,15646,0.13952,1190,0.09159,821,0.08329,9.07007e-72,FALSE,71.04238936117625,Other,NA
LIN54_MA0619.2,LIN54,MA0619.2,C_LIN54,10417,0.07749,431,0.06179,364,-0.08837,2.7263399999999997e-65,FALSE,64.56441998455557,Negative (Top 10%),NA
TBP_MA0108.3,TBP,MA0108.3,C_TBP,7555,0.16266,608,0.16065,578,-0.16144,2.0603599999999998e-96,TRUE,95.68605689013873,Negative (Top 10%),TBP
