output_prefix	name	motif_id	cluster	total_tfbs	SEA_mean_score	SEA_bound	NOSEA_mean_score	NOSEA_bound	SEA_NOSEA_change	SEA_NOSEA_pvalue	SEA_NOSEA_highlighted
Arnt_MA0004.1	Arnt	MA0004.1	C_Mlxip	8289	0.07507	372	0.04581	238	0.10053	5.54030E-67	False
PAX6_MA0069.1	PAX6	MA0069.1	C_PAX6	4694	0.06558	189	0.05255	143	-0.05883	1.43598E-33	False
RORA_MA0071.1	RORA	MA0071.1	C_RORA	9922	0.11554	489	0.09186	404	-0.03344	8.66112E-30	False
RXRAVDR_MA0074.1	RXRA::VDR	MA0074.1	C_RXRA::VDR	5859	0.12784	355	0.09392	280	0.03546	4.57937E-28	False
REL_MA0101.1	REL	MA0101.1	C_REL	7899	0.15086	708	0.10641	489	0.05835	2.62630E-56	False
RELA_MA0107.1	RELA	MA0107.1	C_REL	9766	0.11808	699	0.08211	480	0.07139	1.01848E-58	False
NR1H2RXRA_MA0115.1	NR1H2::RXRA	MA0115.1	C_NR1H2::RXRA	10071	0.33327	1288	0.25517	1081	-0.03471	1.81676E-41	False
Znf423_MA0116.1	Znf423	MA0116.1	C_Znf423	7457	0.93677	1898	0.72838	1642	-0.05331	5.52094E-55	False
NFICTLX1_MA0119.1	NFIC::TLX1	MA0119.1	C_NFIB	8466	0.19486	746	0.14847	552	-0.01396	2.32743E-12	False
ZNF354C_MA0130.1	ZNF354C	MA0130.1	C_ZNF354C	14563	0.12876	968	0.10123	719	-0.00619	5.16332E-03	False
Pou5f1Sox2_MA0142.1	Pou5f1::Sox2	MA0142.1	C_Pou5f1::Sox2	13805	0.01735	116	0.01195	88	0.02233	4.98484E-10	False
EWSR1-FLI1_MA0149.1	EWSR1-FLI1	MA0149.1	C_EWSR1-FLI1	37967	0.26102	4960	0.19438	3853	0.0189	3.33672E-42	False
Arid3a_MA0151.1	Arid3a	MA0151.1	C_Arid3a	16655	0.11676	953	0.10373	874	-0.13949	1.27273E-112	True
INSM1_MA0155.1	INSM1	MA0155.1	C_INSM1	12786	0.4907	2008	0.38038	1648	-0.028	1.75310E-39	False
RARARXRA_MA0159.1	RARA::RXRA	MA0159.1	C_RARA::RXRA	10172	0.12482	687	0.09298	549	0.01316	2.43407E-13	False
PLAG1_MA0163.1	PLAG1	MA0163.1	C_PLAG1	15231	0.65973	3239	0.49979	2659	-0.03347	1.17896E-55	False
Tfcp2l1_MA0145.2	Tfcp2l1	MA0145.2	C_Tfcp2l1	11858	0.87084	2547	0.68416	2135	-0.03026	1.24015E-42	False
DUX4_MA0468.1	DUX4	MA0468.1	C_DUX4	7335	0.18586	626	0.14857	551	-0.03537	2.86030E-33	False
Sox6_MA0515.1	Sox6	MA0515.1	C_Sox6	17088	0.14072	1258	0.10668	988	-0.02595	1.62623E-31	False
ESR2_MA0258.2	ESR2	MA0258.2	C_ESR2	12328	0.07357	539	0.05386	393	0.04075	2.98308E-34	False
SREBF1_MA0595.1	SREBF1	MA0595.1	C_SREBF1	7354	0.07523	308	0.04776	191	0.06831	2.18478E-46	False
SREBF2_MA0596.1	SREBF2	MA0596.1	C_SREBF1	8048	0.06563	281	0.04443	204	0.02846	3.00388E-16	False
KLF5_MA0599.1	KLF5	MA0599.1	C_KLF5	44608	0.43257	7090	0.33128	5680	-0.01071	4.20193E-28	False
Atf1_MA0604.1	Atf1	MA0604.1	C_FOSL1::JUND	2094	0.06201	85	0.04437	66	-0.04537	1.76787E-14	False
Creb3l2_MA0608.1	Creb3l2	MA0608.1	C_Creb3l2	4335	0.08292	211	0.04903	131	0.07864	3.10999E-48	False
FOXG1_MA0613.1	FOXG1	MA0613.1	C_FOXD1	9446	0.12722	572	0.10661	490	-0.04697	9.05916E-39	False
Foxj2_MA0614.1	Foxj2	MA0614.1	C_FOXD1	8369	0.16251	625	0.13167	524	-0.03502	2.87634E-29	False
BHLHE41_MA0636.1	BHLHE41	MA0636.1	C_BHLHE41	3360	0.07669	141	0.04435	96	0.10893	2.20159E-49	False
ELF4_MA0641.1	ELF4	MA0641.1	C_ELF2	13426	0.32494	1949	0.22389	1422	0.07258	2.34053E-77	False
FOXI1_MA0042.2	FOXI1	MA0042.2	C_FOXD1	7327	0.17289	570	0.14517	474	-0.08037	1.11537E-60	False
FOXL1_MA0033.2	FOXL1	MA0033.2	C_FOXD1	9768	0.14355	674	0.11672	574	-0.07202	8.75413E-66	False
HNF1B_MA0153.2	HNF1B	MA0153.2	C_HNF1A	5490	0.02564	68	0.01851	62	-0.02981	2.77644E-12	False
HSF1_MA0486.2	HSF1	MA0486.2	C_HSF2	7713	0.10615	491	0.07542	365	0.03492	1.62987E-32	False
IRF9_MA0653.1	IRF9	MA0653.1	C_STAT1::STAT2	11651	0.03911	267	0.02524	182	0.10489	6.06494E-65	False
JDP2_MA0655.1	JDP2	MA0655.1	C_FOSL1	11608	0.03361	233	0.02524	196	-0.03231	6.59987E-20	False
MEF2B_MA0660.1	MEF2B	MA0660.1	C_MEF2D	9640	0.05364	296	0.04315	226	-0.01813	5.30609E-12	False
MLX_MA0663.1	MLX	MA0663.1	C_BHLHE41	3702	0.0693	154	0.03216	77	0.15134	4.20056E-62	True
MSC_MA0665.1	MSC	MA0665.1	C_Tcf21	10481	0.04087	240	0.0268	172	0.04199	7.04066E-25	False
MYF6_MA0667.1	MYF6	MA0667.1	C_MYF6	7244	0.04478	186	0.02957	141	0.02606	2.11879E-20	False
NEUROG2_MA0669.1	NEUROG2	MA0669.1	C_NEUROG2	5141	0.22117	496	0.1771	404	-0.04074	5.64949E-37	False
Nr2e1_MA0676.1	Nr2e1	MA0676.1	C_Nr2e1	11549	0.00905	56	0.00665	46	-0.00859	2.00938E-02	False
OLIG2_MA0678.1	OLIG2	MA0678.1	C_ATOH7	2944	0.33357	343	0.26835	289	-0.06309	4.16809E-42	False
PAX4_MA0068.2	PAX4	MA0068.2	C_VAX2	2673	0.05174	80	0.03916	64	-0.0386	7.72063E-11	False
Rxra_MA0512.2	Rxra	MA0512.2	C_Nr2f6	10779	0.35067	1442	0.28785	1264	-0.09992	9.38549E-87	False
SRF_MA0083.3	SRF	MA0083.3	C_SRF	3750	0.22121	323	0.18842	287	-0.03719	3.75216E-24	False
TBXT_MA0009.2	TBXT	MA0009.2	C_TBX19	4035	0.11792	221	0.09435	182	-0.04944	3.93976E-33	False
TBX20_MA0689.1	TBX20	MA0689.1	C_TBX20	8341	0.08206	346	0.06851	287	-0.0627	1.81616E-42	False
TFAP4_MA0691.1	TFAP4	MA0691.1	C_TFAP4	9119	0.04168	227	0.02699	158	0.07527	1.08338E-38	False
ZIC1_MA0696.1	ZIC1	MA0696.1	C_ZIC1	9359	0.25731	1123	0.2113	885	-0.02297	2.29262E-30	False
PHOX2A_MA0713.1	PHOX2A	MA0713.1	C_PHOX2A	5914	0.07804	219	0.06116	190	-0.04036	2.11687E-23	False
PROP1_MA0715.1	PROP1	MA0715.1	C_PHOX2A	6926	0.066	222	0.05649	212	-0.05856	3.08753E-39	False
VENTX_MA0724.1	VENTX	MA0724.1	C_VENTX	3252	0.07134	113	0.04962	83	0.02604	2.10576E-07	False
Nr2F6_MA0728.1	Nr2F6	MA0728.1	C_Rarb	10734	0.37742	1657	0.29888	1389	-0.06685	3.07932E-69	False
RARA_MA0729.1	RARA	MA0729.1	C_RARA	9885	0.13386	673	0.10536	544	-0.027	6.72895E-28	False
RARA_MA0730.1	RARA	MA0730.1	C_Rarb	9664	0.1094	574	0.08773	484	-0.02872	1.66332E-26	False
BCL6B_MA0731.1	BCL6B	MA0731.1	C_BCL6B	11296	0.25559	978	0.20595	840	-0.08794	1.50167E-76	False
EGR2_MA0472.2	EGR2	MA0472.2	C_EGR1	8292	0.18995	597	0.12397	430	0.01296	1.00100E-08	False
GLIS2_MA0736.1	GLIS2	MA0736.1	C_GLIS2	5700	0.2422	650	0.18089	494	-0.01014	1.42935E-04	False
GLIS3_MA0737.1	GLIS3	MA0737.1	C_GLIS3	5082	0.25341	529	0.18981	420	-0.03503	4.86512E-22	False
KLF16_MA0741.1	KLF16	MA0741.1	C_KLF16	33671	0.25467	4439	0.18413	3327	0.03738	5.00126E-69	False
ZNF143_MA0088.2	ZNF143	MA0088.2	C_ZNF76	9521	0.31576	1068	0.21017	877	0.01433	3.75924E-17	False
E2F7_MA0758.1	E2F7	MA0758.1	C_E2F7	4885	0.02987	79	0.02118	60	0.0325	6.35936E-09	False
HSF2_MA0770.1	HSF2	MA0770.1	C_HSF2	8776	0.12063	600	0.08448	422	0.03751	1.63334E-36	False
HSF4_MA0771.1	HSF4	MA0771.1	C_HSF2	7713	0.12031	533	0.08063	368	0.05203	7.20473E-41	False
MEF2D_MA0773.1	MEF2D	MA0773.1	C_MEF2D	11112	0.04768	299	0.04038	242	-0.02881	2.24059E-21	False
MEIS2_MA0774.1	MEIS2	MA0774.1	C_MEIS1	9665	0.14978	695	0.11743	568	-0.0477	1.56313E-40	False
MYBL1_MA0776.1	MYBL1	MA0776.1	C_MYBL1	1598	0.24228	169	0.21667	161	-0.18072	4.47589E-71	True
MYBL2_MA0777.1	MYBL2	MA0777.1	C_MYBL2	1454	0.1152	65	0.08954	61	-0.05342	3.62833E-21	False
NFKB1_MA0105.4	NFKB1	MA0105.4	C_NFKB2	4078	0.25501	562	0.1841	408	0.04433	4.50005E-33	False
PAX3_MA0780.1	PAX3	MA0780.1	C_Pax7	2474	0.03498	39	0.02338	35	0.02649	4.09908E-08	False
PKNOX2_MA0783.1	PKNOX2	MA0783.1	C_TGIF2LX	8789	0.10076	469	0.0739	398	-0.02373	5.55806E-25	False
POU3F2_MA0787.1	POU3F2	MA0787.1	C_POU3F3	9606	0.0942	497	0.07934	415	-0.03821	1.83409E-37	False
POU3F3_MA0788.1	POU3F3	MA0788.1	C_POU3F3	10667	0.03006	190	0.0209	149	0.03732	2.41109E-21	False
POU3F4_MA0789.1	POU3F4	MA0789.1	C_POU3F3	8235	0.0433	202	0.03145	164	0.03171	4.12626E-11	False
POU5F1B_MA0792.1	POU5F1B	MA0792.1	C_POU3F3	8602	0.04752	247	0.03608	203	-0.01613	5.85208E-08	False
PROX1_MA0794.1	PROX1	MA0794.1	C_PROX1	3737	0.05769	128	0.04055	99	0.05603	5.73377E-29	False
SMAD3_MA0795.1	SMAD3	MA0795.1	C_SMAD3	3880	1.07606	911	0.87169	807	-0.0889	3.78507E-63	False
TGIF1_MA0796.1	TGIF1	MA0796.1	C_TGIF2LX	8009	0.08458	379	0.05837	307	0.00326	4.77383E-01	False
TGIF2_MA0797.1	TGIF2	MA0797.1	C_TGIF2LX	7698	0.09994	411	0.07021	327	0.00238	9.47165E-01	False
RUNX2_MA0511.2	RUNX2	MA0511.2	C_Bcl11B	7863	0.12806	541	0.0859	363	0.06788	1.48454E-53	False
MGA_MA0801.1	MGA	MA0801.1	C_TBX4	7732	0.11848	429	0.09402	329	0.00815	2.03053E-06	False
TBX15_MA0803.1	TBX15	MA0803.1	C_TBX4	7095	0.11466	397	0.09337	305	-0.00751	1.27822E-02	False
TBX1_MA0805.1	TBX1	MA0805.1	C_TBX4	8437	0.11287	485	0.09171	374	-0.02956	1.66158E-20	False
TBX4_MA0806.1	TBX4	MA0806.1	C_TBX4	7588	0.11255	416	0.09073	319	4e-05	3.37243E-01	False
TBX5_MA0807.1	TBX5	MA0807.1	C_TBX4	8906	0.11371	481	0.0896	373	-0.00533	4.25846E-02	False
TEAD3_MA0808.1	TEAD3	MA0808.1	C_TEAD4	6470	0.10313	364	0.08042	301	-0.00887	1.92269E-03	False
TFAP2B_MA0813.1	TFAP2B	MA0813.1	C_TFAP2C	7883	0.56731	1582	0.38663	1171	0.08484	4.73299E-77	False
TFAP2C_MA0815.1	TFAP2C	MA0815.1	C_TFAP2C	6866	0.54672	1361	0.36136	997	0.09519	7.15176E-75	False
Ascl2_MA0816.1	Ascl2	MA0816.1	C_Twist2	13518	0.07862	616	0.05018	414	0.06388	8.88981E-56	False
HES7_MA0822.1	HES7	MA0822.1	C_HES7	3091	0.23205	348	0.15804	257	0.01311	6.69684E-05	False
HEY1_MA0823.1	HEY1	MA0823.1	C_HES1	4091	0.09846	268	0.06262	175	0.05897	2.79129E-30	False
OLIG1_MA0826.1	OLIG1	MA0826.1	C_ATOH7	2792	0.33237	331	0.25861	258	-0.02161	9.10324E-12	False
OLIG3_MA0827.1	OLIG3	MA0827.1	C_ATOH7	3311	0.30243	354	0.24564	302	-0.08379	1.55185E-57	False
CEBPG_MA0838.1	CEBPG	MA0838.1	C_CEBPA	3650	0.06395	134	0.04976	113	-0.05338	2.36663E-27	False
FOXB1_MA0845.1	FOXB1	MA0845.1	C_FOXC2	12350	0.16714	898	0.14121	773	-0.06497	2.56865E-68	False
FOXC1_MA0032.2	FOXC1	MA0032.2	C_FOXC2	14644	0.13058	836	0.10673	679	-0.02354	4.97483E-30	False
FOXO4_MA0848.1	FOXO4	MA0848.1	C_FOXD1	9768	0.14355	674	0.11672	574	-0.07202	8.75413E-66	False
FOXO6_MA0849.1	FOXO6	MA0849.1	C_FOXD1	9768	0.14355	674	0.11672	574	-0.07202	8.75413E-66	False
FOXP3_MA0850.1	FOXP3	MA0850.1	C_FOXD1	16220	0.13885	1128	0.1127	954	-0.08759	2.30933E-86	False
RXRB_MA0855.1	RXRB	MA0855.1	C_Nr2f6	10950	0.3448	1430	0.28245	1271	-0.10481	1.49148E-84	True
RXRG_MA0856.1	RXRG	MA0856.1	C_Nr2f6	10618	0.33823	1359	0.28099	1219	-0.11068	1.38205E-84	True
Rarb_MA0857.1	Rarb	MA0857.1	C_Rarb	11330	0.25903	1341	0.21639	1166	-0.09846	3.87735E-89	False
Rarb_MA0858.1	Rarb	MA0858.1	C_Rarb	9697	0.10527	546	0.0856	480	-0.04885	5.21028E-47	False
Rarg_MA0860.1	Rarg	MA0860.1	C_Rarg	10317	0.07137	407	0.04808	291	0.02428	1.70736E-15	False
TP63_MA0525.2	TP63	MA0525.2	C_TP63	4145	0.31677	581	0.25682	475	-0.0619	9.41741E-51	False
TP53_MA0106.3	TP53	MA0106.3	C_TP53	4505	0.49006	706	0.40074	606	-0.07306	1.92164E-57	False
GMEB2_MA0862.1	GMEB2	MA0862.1	C_GMEB2	947	0.05537	29	0.04133	22	-0.03966	1.13129E-04	False
MTF1_MA0863.1	MTF1	MA0863.1	C_MTF1	5787	0.14882	464	0.123	348	-0.02425	1.41619E-14	False
E2F1_MA0024.3	E2F1	MA0024.3	C_E2F4	1379	0.06842	57	0.03568	31	0.23938	7.16803E-60	True
SOX21_MA0866.1	SOX21	MA0866.1	C_SOX21	8121	0.01534	64	0.00983	51	0.03088	1.33046E-09	False
Sox1_MA0870.1	Sox1	MA0870.1	C_SOX21	6763	0.01491	58	0.00956	48	0.07864	2.94240E-28	False
TFAP2A_MA0872.1	TFAP2A	MA0872.1	C_TFAP2C	6917	0.49343	1257	0.32826	937	0.08054	3.38991E-70	False
ZNF24_MA1124.1	ZNF24	MA1124.1	C_ZNF24	10526	0.1146	641	0.08592	491	0.01583	1.89159E-11	False
ZSCAN4_MA1155.1	ZSCAN4	MA1155.1	C_ZSCAN4	19430	0.03429	368	0.0247	302	0.01243	2.76960E-05	False
FOSBJUN_MA1127.1	FOSB::JUN	MA1127.1	C_FOSL1::JUN	5977	0.03039	109	0.02308	88	-0.00536	7.54397E-01	False
FOSL1JUN_MA1129.1	FOSL1::JUN	MA1129.1	C_FOSL1::JUN	4078	0.02995	73	0.0187	45	0.0527	1.99187E-23	False
FOSBJUNB_MA1136.1	FOSB::JUNB	MA1136.1	C_FOSL1::JUN	4826	0.03233	92	0.02149	66	0.03489	8.17695E-12	False
IRF5_MA1420.1	IRF5	MA1420.1	C_IRF5	7036	0.07809	296	0.04914	209	0.06903	9.67270E-45	False
TCF7L1_MA1421.1	TCF7L1	MA1421.1	C_TCF7L1	13560	0.06782	541	0.05253	428	-0.00511	1.15224E-01	False
ATOH7_MA1468.1	ATOH7	MA1468.1	C_ATOH7	6294	0.23168	614	0.1843	492	-0.03812	2.53678E-36	False
FERD3L_MA1485.1	FERD3L	MA1485.1	C_FERD3L	8247	0.09651	457	0.0692	321	0.04806	9.18969E-32	False
FOXN3_MA1489.1	FOXN3	MA1489.1	C_FOXN3	8146	0.11293	475	0.08612	339	0.02721	4.00123E-20	False
HES6_MA1493.1	HES6	MA1493.1	C_HES6	4382	0.13175	303	0.08321	235	0.07366	8.22534E-52	False
IRF6_MA1509.1	IRF6	MA1509.1	C_IRF6	3157	0.10517	190	0.08403	162	-0.01647	5.17741E-08	False
NR2F1_MA1538.1	NR2F1	MA1538.1	C_NR2F1	5097	0.38272	916	0.29988	742	-0.02814	1.34154E-23	False
NR2F6_MA1539.1	NR2F6	MA1539.1	C_NR2F1	4666	0.39031	843	0.30775	661	-0.01245	3.64331E-07	False
RXRB_MA1555.1	RXRB	MA1555.1	C_RXRG	4707	0.43725	784	0.36413	681	-0.11046	1.49552E-75	True
RXRG_MA1556.1	RXRG	MA1556.1	C_RXRG	5754	0.44298	956	0.36853	843	-0.0984	1.05268E-72	False
SMAD5_MA1557.1	SMAD5	MA1557.1	C_SMAD3	2917	1.08549	676	0.88439	586	-0.07883	1.70016E-48	False
TFAP4_MA1570.1	TFAP4	MA1570.1	C_TFAP4	4968	0.14054	365	0.10833	278	-0.02564	1.25264E-15	False
TGIF2LX_MA1571.1	TGIF2LX	MA1571.1	C_TGIF2LX	5415	0.08508	241	0.05805	194	0.01946	3.01159E-06	False
TGIF2LY_MA1572.1	TGIF2LY	MA1572.1	C_TGIF2LX	5461	0.09437	261	0.0647	221	0.00505	1.02286E-01	False
ZBTB32_MA1580.1	ZBTB32	MA1580.1	C_ZBTB32	7226	0.23158	623	0.2071	581	-0.10738	9.66885E-73	True
ZNF135_MA1587.1	ZNF135	MA1587.1	C_ZNF135	15746	0.08195	768	0.05283	506	0.08057	2.13784E-73	False
ZNF136_MA1588.1	ZNF136	MA1588.1	C_ZNF136	8672	0.13846	481	0.11574	417	-0.04209	1.00102E-31	False
ZNF382_MA1594.1	ZNF382	MA1594.1	C_ZNF382	8986	0.20037	789	0.15636	625	-0.02451	1.32058E-22	False
ZNF460_MA1596.1	ZNF460	MA1596.1	C_ZNF460	31435	0.20627	3554	0.13301	2311	0.11937	2.36358E-113	True
ZNF528_MA1597.1	ZNF528	MA1597.1	C_ZNF528	14719	0.17886	1355	0.13353	1011	0.00823	5.99360E-09	False
HOXA5_MA0158.2	HOXA5	MA0158.2	C_HOXD3	3389	0.17922	297	0.15827	276	-0.11813	1.28137E-67	True
HOXD3_MA0912.2	HOXD3	MA0912.2	C_HOXD3	4743	0.13175	312	0.11954	306	-0.14058	4.89080E-79	True
NEUROG1_MA0623.2	NEUROG1	MA0623.2	C_ATOH7	3326	0.32644	401	0.25864	331	-0.06287	1.46761E-48	False
ZNF707_MA1715.1	ZNF707	MA1715.1	C_ZNF707	14929	0.16859	1442	0.11676	1021	0.05035	6.10213E-64	False
ZNF8_MA1718.1	ZNF8	MA1718.1	C_ZNF8	6887	0.12572	456	0.11176	424	-0.09555	1.04867E-68	False
Foxn1_MA1684.1	Foxn1	MA1684.1	C_Foxn1	13954	0.1474	1143	0.09014	706	0.15335	5.09721E-101	True
ELK1HOXA1_MA1931.1	ELK1::HOXA1	MA1931.1	C_ELK1::HOXA1	8703	0.12981	665	0.08228	434	0.13613	1.59129E-83	True
HOXB2ELK1_MA1957.1	HOXB2::ELK1	MA1957.1	C_FLI1::DRGX	8557	0.11129	596	0.07535	398	0.09409	1.66995E-65	False
POU2F1SOX2_MA1962.1	POU2F1::SOX2	MA1962.1	C_POU2F1::SOX2	11135	0.02158	121	0.01599	95	0.02911	6.71785E-17	False
ZFP14_MA1972.1	ZFP14	MA1972.1	C_ZFP14	27040	0.27876	3516	0.22138	2875	-0.03927	8.07580E-64	False
ZNF418_MA1980.1	ZNF418	MA1980.1	C_ZNF418	17735	0.0663	657	0.0491	484	0.02793	3.59398E-26	False
ZNF669_MA1985.1	ZNF669	MA1985.1	C_ZNF669	4648	0.27384	611	0.2046	476	0.0079	3.80060E-03	False
SP1_MA0079.5	SP1	MA0079.5	C_KLF5	37631	0.30917	5874	0.22529	4373	0.03022	1.40585E-62	False
RFX1_MA0509.3	RFX1	MA0509.3	C_RFX1	4693	0.3282	601	0.27143	487	-0.04986	2.23958E-36	False
SP2_MA0516.3	SP2	MA0516.3	C_KLF5	35866	0.32799	5964	0.23576	4416	0.04558	3.12073E-79	False
BHLHA15_MA0607.2	BHLHA15	MA0607.2	C_ATOH7	3146	0.21424	312	0.16551	251	-0.06926	1.48864E-42	False
SP4_MA0685.2	SP4	MA0685.2	C_KLF5	39895	0.28022	5633	0.20138	4160	0.04022	2.83948E-71	False
KLF14_MA0740.2	KLF14	MA0740.2	C_KLF5	39338	0.28067	5647	0.20299	4235	0.03601	7.22642E-66	False
KLF12_MA0742.2	KLF12	MA0742.2	C_KLF5	30862	0.23945	3958	0.16684	2887	0.0616	1.73673E-81	False
RFX3_MA0798.3	RFX3	MA0798.3	C_RFX1	4907	0.34239	637	0.282	519	-0.04883	4.03975E-33	False
BHLHE22_MA0818.2	BHLHE22	MA0818.2	C_ATOH7	2205	0.41511	317	0.34773	259	-0.07692	4.28685E-53	False
HES5_MA0821.2	HES5	MA0821.2	C_HES1	2616	0.11469	196	0.07536	138	0.03492	5.55651E-13	False
TFE3_MA0831.3	TFE3	MA0831.3	C_BHLHE41	4595	0.10122	247	0.05297	139	0.13575	2.98614E-73	True
CDX1_MA0878.3	CDX1	MA0878.3	C_HOXA10	8007	0.111	436	0.09555	380	-0.09308	4.03944E-66	False
DUXA_MA0884.2	DUXA	MA0884.2	C_DUXA	3888	0.20896	395	0.18128	387	-0.11094	2.19701E-67	True
KLF10_MA1511.2	KLF10	MA1511.2	C_KLF5	37239	0.26901	5151	0.19628	3938	0.02531	1.01061E-55	False
NR1D2_MA1532.2	NR1D2	MA1532.2	C_NR1D1	8461	0.24133	1021	0.19903	830	-0.06812	1.77941E-61	False
PITX2_MA1547.2	PITX2	MA1547.2	C_RHOXF1	5754	0.054	179	0.04264	143	-0.02664	5.16850E-14	False
SOX18_MA1563.2	SOX18	MA1563.2	C_SOX8	6473	0.12499	401	0.09098	292	0.01018	2.62146E-03	False
Thap11_MA1573.2	Thap11	MA1573.2	C_Thap11	11125	0.22081	1075	0.14551	779	0.05086	2.15683E-47	False
ZNF75D_MA1601.2	ZNF75D	MA1601.2	C_ZNF75D	11961	0.19743	1216	0.14559	924	0.01581	1.54840E-15	False
BACH1_MA1633.2	BACH1	MA1633.2	C_FOSL1	16911	0.05109	521	0.0376	415	-0.00823	1.20157E-06	False
mix-a_MA0621.2	mix-a	MA0621.2	C_VAX2	2453	0.05739	82	0.05313	82	-0.13557	1.12561E-49	True
ARNTHIF1A_MA0259.2	ARNT::HIF1A	MA0259.2	C_Mlxip	27576	0.12154	1676	0.08276	1177	0.03569	7.93550E-46	False
Pgr_MA2323.1	Pgr	MA2323.1	C_Pgr	11206	0.08735	619	0.06472	457	0.01783	9.90609E-15	False
Ddit3Cebpa_MA0019.2	Ddit3::Cebpa	MA0019.2	C_Ddit3::Cebpa	4862	0.18212	392	0.15295	354	-0.10502	4.13056E-56	True
Foxq1_MA0040.2	Foxq1	MA0040.2	C_Foxq1	11324	0.07419	457	0.05849	354	0.00696	9.61533E-02	False
HOXB1_MA2093.1	HOXB1	MA2093.1	C_VAX2	3303	0.06274	117	0.0482	89	-0.05742	1.11065E-22	False
PAX8_MA2094.1	PAX8	MA2094.1	C_PAX9	2948	0.10578	164	0.07526	119	-0.01498	5.52977E-02	False
ZNF524_MA2096.1	ZNF524	MA2096.1	C_ZNF524	5026	0.33677	764	0.2443	561	-0.00245	9.28213E-01	False
ZNF75A_MA2097.1	ZNF75A	MA2097.1	C_ZNF75A	12202	0.12595	857	0.09971	624	0.00416	2.01527E-01	False
ZNF766_MA2098.1	ZNF766	MA2098.1	C_ZNF766	15909	0.08588	843	0.06252	637	-0.01458	1.84949E-15	False
ZNF770_MA2099.1	ZNF770	MA2099.1	C_ZNF770	18196	0.07179	802	0.0509	554	0.06304	1.52763E-56	False
ZSCAN16_MA2100.1	ZSCAN16	MA2100.1	C_ZSCAN16	9510	0.12384	547	0.09449	421	-0.01788	4.52420E-12	False
ZNF677_MA2101.1	ZNF677	MA2101.1	C_ZNF677	15333	0.08159	689	0.05936	549	0.01791	1.07529E-19	False
ZBTB17_MA2102.1	ZBTB17	MA2102.1	C_ZBTB17	1514	0.06306	51	0.0393	40	0.10193	9.79403E-35	False
FOXP4_MA2117.1	FOXP4	MA2117.1	C_FOXD1	7327	0.17289	570	0.14517	474	-0.08037	1.11537E-60	False
FOXS1_MA2118.1	FOXS1	MA2118.1	C_FOXD1	10300	0.19165	798	0.16162	711	-0.0951	2.02106E-80	False
HOXA3_MA2119.1	HOXA3	MA2119.1	C_VAX2	3303	0.06274	117	0.0482	89	-0.05742	1.11065E-22	False
ZNF184_MA2120.1	ZNF184	MA2120.1	C_ZNF184	15280	0.1454	1240	0.099	855	0.05447	7.60479E-62	False
ZNF213_MA2121.1	ZNF213	MA2121.1	C_ZNF213	25017	0.17146	2114	0.11621	1529	0.11019	4.87309E-96	True
BCL11A_MA2324.1	BCL11A	MA2324.1	C_BCL11A	7504	0.13274	575	0.10546	444	-0.00903	7.42175E-02	False
EPAS1_MA2325.1	EPAS1	MA2325.1	C_HIF1A	2210	0.23743	234	0.16782	175	0.01218	3.71855E-03	False
IKZF2_MA2326.1	IKZF2	MA2326.1	C_IKZF2	79470	0.22547	9751	0.15828	6955	0.07403	2.00924E-117	True
PGR_MA2327.1	PGR	MA2327.1	C_PGR	6668	0.09025	347	0.0714	295	-0.01159	2.62452E-08	False
ZBED4_MA2328.1	ZBED4	MA2328.1	C_ZBED4	23896	0.12072	1715	0.07656	1097	0.1076	1.00149E-91	True
ZBTB11_MA2329.1	ZBTB11	MA2329.1	C_GABPA	16816	0.26432	2566	0.17664	1739	0.10358	3.59429E-103	True
ZBTB24_MA2330.1	ZBTB24	MA2330.1	C_ZBTB24	19160	0.30018	2605	0.21331	1880	0.05925	4.33515E-76	False
ZNF157_MA2331.1	ZNF157	MA2331.1	C_ZNF157	7322	0.3422	1007	0.28843	837	-0.08145	3.13481E-67	False
ZNF175_MA2332.1	ZNF175	MA2332.1	C_GABPA	33993	0.15596	3028	0.10454	2064	0.10139	2.11919E-102	True
ZNF35_MA2333.1	ZNF35	MA2333.1	C_ZNF35	5306	0.09968	276	0.08953	247	-0.10542	4.40596E-66	True
ZNF547_MA2334.1	ZNF547	MA2334.1	C_ZNF547	7689	0.07162	335	0.05448	254	-0.00532	5.02991E-02	False
ZNF558_MA2335.1	ZNF558	MA2335.1	C_ZNF558	20370	0.08174	891	0.06174	714	-0.01912	1.92921E-19	False
ZSCAN21_MA2336.1	ZSCAN21	MA2336.1	C_ZSCAN21	6854	0.07911	343	0.0491	226	0.12459	3.53361E-73	True
FEZF2_MA2341.1	FEZF2	MA2341.1	C_FEZF2	23214	0.26066	2374	0.19218	1855	-0.00276	5.42713E-03	False
ALX3_MA0634.2	ALX3	MA0634.2	C_VAX2	4821	0.05656	159	0.04428	128	-0.07551	1.53547E-41	False
TBX21_MA0690.3	TBX21	MA0690.3	C_TBX2	7220	0.07695	302	0.06661	240	-0.02843	3.50909E-17	False
ARGFX_MA1463.2	ARGFX	MA1463.2	C_VAX2	3811	0.04514	109	0.03638	91	-0.05697	2.66867E-26	False
ARNT2_MA1464.2	ARNT2	MA1464.2	C_Mlxip	4344	0.10054	258	0.06113	166	0.06779	3.78569E-48	False
