"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050905","neuromuscular process","40/2081","197/28564",2.7522379958288e-09,5.95434287755453e-07,4.43641401366482e-07,"Cdh23/Bcr/Adarb1/Jsrp1/Camk2b/Pmp22/Pafah1b1/Abr/Neurog1/Pde8b/Atp8a2/Shank3/Rbfox1/Prkn/Nrxn1/Grin1/Abl1/Gpr88/Nr4a3/Camta1/Kcnab2/Ucn/Bloc1s4/Tmem150c/Grid2/Ctnna2/Dctn1/Itpr1/Atp2b2/Kcna1/Tshz3/Myh14/Ush1c/Myo7a/Atp2a1/Tnnt3/Cacna1a/Jph3/Aplp2/Ei24",40
"GO:0030198","extracellular matrix organization","55/2081","322/28564",2.84229390510281e-09,5.95434287755453e-07,4.43641401366482e-07,"Col19a1/Col3a1/Marco/Optc/Lamc1/Dpt/Nr2e1/P4ha1/Col18a1/Sh3pxd2b/Adamts2/Col23a1/Pmp22/Axin2/Pxdn/Adtrp/Tgfbi/Mmp14/Egflam/Matn2/Ptk2/Fbln1/Plg/Mmp25/Tnxb/Fshr/Adamtsl2/Col5a1/Abl1/Eng/Lmx1b/Slc2a10/Col9a3/Postn/Otol1/Tmem38b/Col27a1/Col16a1/Hspg2/Pdpn/Vwa1/Apbb2/Fbln2/Ercc2/Ltbp4/Hpn/Klk4/Adamts17/Col4a1/Has3/Mmp27/Aplp2/Ets1/Loxl1/Smad3",55
"GO:0090130","tissue migration","56/2081","331/28564",2.92668880455133e-09,5.95434287755453e-07,4.43641401366482e-07,"Map4k4/Dusp10/Sash1/Nr2e1/Col18a1/Kitl/Itga3/Krt16/Jup/Prkca/Itgb1bp1/Pik3cg/Hif1a/Adtrp/Capn7/Angpt1/Ptk2/Adgrb1/Robo1/T/Plg/Daam2/Ptprm/Rock1/Hbegf/Kank1/Nanos1/Gata3/Abl1/Dab2ip/Zeb2/Src/S100a9/Plpp3/Edn2/Zc3h12a/Epha2/Plekhg5/Tgfbr3/Coro1c/Ptpn11/Tac1/Gata2/Iqsec1/Wnt7a/Foxp1/Prkd2/Apoe/Ceacam1/Fgf4/Cdh13/Nrp1/Bmper/Ets1/Robo4/Map2k5",56
"GO:0060070","canonical Wnt signaling pathway","53/2081","305/28564",2.95957397191722e-09,5.95434287755453e-07,4.43641401366482e-07,"Amer3/Fzd7/Kremen1/Jup/Axin2/Csnk1d/Sostdc1/Ccdc88c/Sox4/Wnk2/Ror2/Ccar2/Ednrb/Ctnnd2/Wnt7b/Lrrk2/Gsk3b/Prkn/Daam2/Ppm1b/Ccny/Egr1/Lrp5/Kank1/Gata3/Dab2ip/Zeb2/Src/Foxo1/Dkk2/Tle1/Plpp3/Rnf220/Rspo1/Ptpru/Wnt4/Ctnnbip1/Fzd1/Fgfr3/Wnt7a/Wnt5b/Apoe/Lrrk1/Wnt11/Folr1/Dkk3/Nkd1/Cdh1/Disc1/Tle3/Smad3/Rbms3/Ddx3x",53
"GO:0050885","neuromuscular process controlling balance","22/2081","71/28564",3.21325778884177e-09,6.29460288951003e-07,4.68993221313221e-07,"Cdh23/Bcr/Camk2b/Pafah1b1/Abr/Neurog1/Pde8b/Shank3/Rbfox1/Nrxn1/Abl1/Gpr88/Nr4a3/Camta1/Bloc1s4/Atp2b2/Ush1c/Myo7a/Cacna1a/Jph3/Aplp2/Ei24",22
"GO:0003015","heart process","47/2081","255/28564",3.30951987944866e-09,6.31693999554251e-07,4.70657496486234e-07,"Hdac4/Adora1/Nos1ap/Atg5/Avpr1a/Cacna1g/Jup/Kcnh6/Prkca/Map2k6/Calm1/Ryr2/Smad5/Pik3r1/Thrb/Cacna1d/Sgcg/Ednrb/Pkp2/Epas1/Hbegf/Nedd4l/Adrb1/Cacna1b/Adra1d/Src/Tmem38b/Edn2/Zc3h12a/Slc9a1/Kcnh2/Ucn/Pebp1/Nos1/Tbx5/Tac1/Crhr2/Cacna1c/Klk1b1/Adm/Kcnq1/Gnao1/Hcn4/Tpm1/Cacna2d2/Scn5a/Agtr2",47
"GO:0040013","negative regulation of locomotion","59/2081","360/28564",3.82508198801429e-09,7.11847757969459e-07,5.30377815653876e-07,"Col3a1/Adora1/Dusp10/Ptprk/Bcr/Adarb1/Abr/Ngfr/Krt16/Jup/Itgb1bp1/Nedd9/Adtrp/Ccdc125/Abhd6/Dlg5/Nisch/Nrg3/Dach1/Ptk2/Adgrb1/Fbln1/Tafa5/Pkp2/Sema5b/Gsk3b/Robo1/Ptprm/Ctnna1/Ptpn2/Ldlrad4/Kank1/Il33/Slit1/Gata3/Eng/Hc/Dab2ip/Frmd5/Plcb1/Ptpru/Clic4/Wnt4/Magi2/Tgfbr3/Coro1c/Tbx5/Srgap3/Apoe/Wnt11/Muc2/Cdh1/Dpep1/Nrp1/Robo4/Thy1/Cyp19a1/Map2k5/Tpm1",59
"GO:2000146","negative regulation of cell motility","55/2081","325/28564",3.99800390529225e-09,7.25881489536476e-07,5.40833955763412e-07,"Col3a1/Adora1/Dusp10/Ptprk/Bcr/Adarb1/Abr/Ngfr/Krt16/Jup/Itgb1bp1/Nedd9/Adtrp/Ccdc125/Abhd6/Dlg5/Nisch/Nrg3/Dach1/Ptk2/Adgrb1/Fbln1/Tafa5/Pkp2/Gsk3b/Robo1/Ptprm/Ctnna1/Ldlrad4/Kank1/Il33/Gata3/Eng/Hc/Dab2ip/Frmd5/Plcb1/Ptpru/Clic4/Wnt4/Magi2/Tgfbr3/Coro1c/Tbx5/Srgap3/Apoe/Wnt11/Muc2/Cdh1/Dpep1/Robo4/Thy1/Cyp19a1/Map2k5/Tpm1",55
"GO:0051962","positive regulation of nervous system development","61/2081","379/28564",4.26293537182776e-09,7.52550819699478e-07,5.6070452628702e-07,"Serpine2/Plxna2/Oprm1/Marcks/Nr2e1/Camk2b/Bcl11a/Pafah1b1/Asic2/Mapt/Prkca/Baiap2/Hif1a/Ntrk2/Map1b/Pik3r1/Il6st/Dlg5/Ptk2/Adgrb1/Shank3/Etv5/Kalrn/Gsk3b/Robo1/Olig2/Tbc1d24/Sox8/Cul7/Nrxn1/Flrt1/Il33/Zeb2/Nkx2-2os/Cdh4/Tnik/Ntrk1/Adgrl2/Dmrta2/Adgrb2/Ephb2/Cux2/Plxna4/Grid2/Wnt7a/Lrtm2/Apoe/Megf8/Tenm4/Ctf2/Lig4/Star/Adgre5/Adgrl1/Fbxo31/Disc1/Nrp1/Vstm5/Nptn/Snap91/Trak1",61
"GO:0008016","regulation of heart contraction","40/2081","200/28564",4.34708291873691e-09,7.52550819699478e-07,5.6070452628702e-07,"Hdac4/Adora1/Nos1ap/Avpr1a/Cacna1g/Jup/Kcnh6/Prkca/Calm1/Ryr2/Pik3r1/Thrb/Cacna1d/Ednrb/Pkp2/Epas1/Hbegf/Adrb1/Cacna1b/Adra1d/Tmem38b/Edn2/Zc3h12a/Slc9a1/Kcnh2/Ucn/Pebp1/Nos1/Tbx5/Tac1/Crhr2/Cacna1c/Adm/Kcnq1/Gnao1/Hcn4/Tpm1/Cacna2d2/Scn5a/Agtr2",40
"GO:0030099","myeloid cell differentiation","72/2081","482/28564",4.85982822998306e-09,8.22194575999861e-07,6.12594137411022e-07,"Twist2/L3mbtl3/Lilrb4b/Kitl/Ikzf1/Pafah1b1/Prkca/Hif1a/Zfp36l1/Dlk1/Itgb8/Nedd9/Ror2/Sfxn1/Smad5/F2rl1/Pik3r1/Prxl2a/Senp1/Tfrc/Gsk3b/Pknox1/Epas1/Fshr/Ppargc1b/Ptpn2/Nfatc1/Il33/Gata3/Abi1/Itgb6/Plcb1/Src/Fam210b/Gnas/Zbtb46/Notch2/Mpl/Epha2/Ctnnbip1/Prdm16/Fgfr3/Tgfbr3/Ptpn11/Bpgm/Cnot4/Gimap5/Gimap3/Gata2/Foxp1/Clec2d/Pirb/Pira6/Ercc2/Ceacam1/Lrrk1/Clpb/Itgam/Kcnq1/Cdkn1c/Ank1/Mfhas1/Nfix/Maf/Irf8/Zfpm1/Cbfa2t3/Fli1/Ets1/Zbtb16/Gab3/Mir223",72
"GO:0010631","epithelial cell migration","55/2081","327/28564",5.003455142592e-09,8.27682668476775e-07,6.16683161317363e-07,"Map4k4/Dusp10/Sash1/Nr2e1/Col18a1/Kitl/Itga3/Krt16/Jup/Prkca/Itgb1bp1/Pik3cg/Hif1a/Adtrp/Capn7/Angpt1/Ptk2/Adgrb1/Robo1/Plg/Daam2/Ptprm/Rock1/Hbegf/Kank1/Nanos1/Gata3/Abl1/Dab2ip/Zeb2/Src/S100a9/Plpp3/Edn2/Zc3h12a/Epha2/Plekhg5/Tgfbr3/Coro1c/Ptpn11/Tac1/Gata2/Iqsec1/Wnt7a/Foxp1/Prkd2/Apoe/Ceacam1/Fgf4/Cdh13/Nrp1/Bmper/Ets1/Robo4/Map2k5",55
"GO:0060485","mesenchyme development","53/2081","310/28564",5.30074727529812e-09,8.5779918950694e-07,6.39122137152078e-07,"Kitl/Anxa6/Hand1/Sp6/Meox1/Axin2/Hif1a/Zfp36l1/Gsc/Dlg5/Ednrb/Ptk2/Wnt7b/Sema5b/Gsk3b/Robo1/Sox8/Cul7/Nrtn/Rock1/Tcof1/Ldlrad4/Nfatc1/Gata3/Rxra/Eng/Dab2ip/Crb2/Zeb2/Fam83d/Zfp64/Bmp7/Lama5/Akna/Bnc2/Trim62/Wnt4/Pdpn/Msx1/Tgfbr3/Coro1c/Tbx5/Radil/Ret/Megf8/Hpn/Tead2/Wnt11/Folr1/Mapk3/Fendrr/Nrp1/Smad3",53
"GO:0099173","postsynapse organization","46/2081","251/28564",5.83237923530232e-09,9.23749596331712e-07,6.88259937084164e-07,"Dock10/Ngef/Dnm3/Nos1ap/Marcks/Camk2b/Arhgef15/Pafah1b1/Itga3/Baiap2/Sipa1l1/Nedd9/Ror2/Dlg5/Farp1/Ctnnd2/Adgrb1/Arhgap39/Shank3/Lrrk2/Etv5/Kalrn/Ptprs/Nrxn1/Sptbn2/Nrxn2/Grin1/Ntng2/Tanc1/Lama5/Pdlim5/Sh3gl2/Ephb2/Magi2/Cux2/Actb/Grid2/Wnt7a/Grip2/Apoe/Arhgap33/Prmt3/Shank2/Arhgef7/Disc1/Nrp1",46
"GO:0090132","epithelium migration","55/2081","329/28564",6.24638952542967e-09,9.68710908902052e-07,7.21759351085284e-07,"Map4k4/Dusp10/Sash1/Nr2e1/Col18a1/Kitl/Itga3/Krt16/Jup/Prkca/Itgb1bp1/Pik3cg/Hif1a/Adtrp/Capn7/Angpt1/Ptk2/Adgrb1/Robo1/Plg/Daam2/Ptprm/Rock1/Hbegf/Kank1/Nanos1/Gata3/Abl1/Dab2ip/Zeb2/Src/S100a9/Plpp3/Edn2/Zc3h12a/Epha2/Plekhg5/Tgfbr3/Coro1c/Ptpn11/Tac1/Gata2/Iqsec1/Wnt7a/Foxp1/Prkd2/Apoe/Ceacam1/Fgf4/Cdh13/Nrp1/Bmper/Ets1/Robo4/Map2k5",55
"GO:0060996","dendritic spine development","31/2081","134/28564",6.54789906397841e-09,9.94746135352149e-07,7.41157468702519e-07,"Dock10/Ngef/Dnm3/Marcks/Camk2b/Fstl4/Pafah1b1/Ngfr/Baiap2/Sipa1l1/Dlg5/Ctnnd2/Shank3/Lrrk2/Kalrn/D16Ertd472e/Arid1b/Ptprs/Spire1/Slc12a5/Pdlim5/Foxo6/Ephb2/Cux2/Sdk1/Iqsec1/Wnt7a/Apoe/Arhgap33/Prmt3/Disc1",31
"GO:0060348","bone development","47/2081","262/28564",8.11154403087453e-09,1.2076466753166e-06,8.99783694709009e-07,"Rab23/Col3a1/Optc/Pappa2/Sh3pxd2b/Anxa6/Pafah1b1/Axin2/Map2k6/Ttc9/Bmp6/Neurog1/Smad5/Rarb/Mmp14/T/Lrp5/Abi1/Itgb6/Src/Gnas/Pdgfc/Notch2/Trim45/Map3k7/Tmem38b/Col27a1/Bnc2/Lepr/Hspg2/Fgfr3/Msx1/Ptpn11/Rflna/Por/Pdgfa/Foxp1/Megf8/Lrrk1/Xylt1/Fgf4/Slc10a7/Nfix/Glg1/Zfpm1/Fli1/Zbtb16",47
"GO:0099003","vesicle-mediated transport in synapse","48/2081","271/28564",8.63161652220896e-09,1.25987751747693e-06,9.38699431486461e-07,"Atp6v1h/Dnm3/Stxbp5/Abca13/Doc2b/Prkca/Trim9/Rala/Cplx2/Slc18a3/Lrrk2/Prkn/Tbc1d24/Btbd9/Nrxn1/Rock1/Diaph1/Syt12/Sptbn2/Syt7/Cacna1b/Dnm1/Dennd1a/Cacnb4/Vps18/Pld1/Atp6v1g1/Sh3gl2/Dnajc6/Eps15/Magi2/Nsg1/Actb/Rnf216/Scrn1/Iqsec1/Wnt7a/Grip2/Grik5/Slc17a6/Sv2b/Ap3b2/Sh3gl3/Prkcb/Cacna1a/Vac14/Snap91/Bsn",48
"GO:0007162","negative regulation of cell adhesion","53/2081","318/28564",1.30161979257692e-08,1.86331879537358e-06,1.38830661681939e-06,"Fzd7/Ctla4/Serpine2/Rc3h1/Tnfsf18/Plxna2/Lilrb4b/Specc1l/Itgb1bp1/Bmp6/Adtrp/Spock1/Rasa1/Pik3r1/Dlg5/Mmp14/Angpt1/Ptk2/Fbln1/Plg/H2-Aa/Cdsn/Tnfrsf21/Socs5/Spry4/Ptpn2/Mbp/Kank1/Abl1/Src/Postn/Akna/Tnc/Zc3h12a/Runx3/Ephb2/Hspg2/Ajap1/Coro1c/Dtx1/Ptpn11/Mad1l1/Plxna4/Gimap5/Gimap3/Ceacam1/Lrrc32/Spaca7/Cdh1/Cdh13/Dscaml1/Coro2b/Map2k5",53
"GO:0061572","actin filament bundle organization","36/2081","176/28564",1.37101851483619e-08,1.92563430649822e-06,1.43473615782957e-06,"Marcks/Sh3pxd2b/Arhgef15/Ppm1e/Baiap2/Itgb1bp1/Gpr65/Phactr1/Pik3r1/Shank3/Prkn/Spire1/Abl1/Aif1l/Src/S100a10/Rhoc/Kank4/Asap3/Wnt4/Arhgef10l/Rflna/Tac1/Eps8/Ush1c/Tjp1/Wnt11/Arrb1/Ppfia1/Arhgef18/Arhgef10/Nrp1/Bbs4/Coro2b/Smad3/Tpm1",36
"GO:0150063","visual system development","65/2081","429/28564",1.53978450998403e-08,2.12262146154095e-06,1.58150576668731e-06,"Rp1/Cnga3/Twist2/Inhbb/Pou2f1/Nr2e1/Ikzf1/Sh3pxd2b/Arhgef15/Sdk2/Pxdn/Ahr/Hif1a/Dio3/Bmp6/Ntrk2/Lpcat1/Rarb/Thrb/Opn4/Atp8a2/Sox8/Pknox1/Cryaa/Ptprm/Zeb1/Lrp5/Hps1/Gata3/Rxra/Col5a1/Lamc3/Lmx1b/Crb2/Zeb2/Gpd2/Mertk/Bmp7/Notch2/Bcar3/Tmem215/Clic4/Ephb2/Epha2/Casz1/Fgfr3/Crybb2/Crybb3/Cacna1c/Sipa1l3/Ush1c/Slc17a6/Trpm1/Itgam/Cdkn1c/Col4a1/Tenm3/Nfix/Maf/Nrp1/Fat3/Thy1/Bbs4/Smad3/Megf11",65
"GO:0002573","myeloid leukocyte differentiation","48/2081","277/28564",1.77361650357122e-08,2.40050931865167e-06,1.78855222149603e-06,"L3mbtl3/Lilrb4b/Kitl/Ikzf1/Pafah1b1/Prkca/Zfp36l1/Dlk1/Itgb8/Nedd9/Ror2/F2rl1/Pik3r1/Prxl2a/Tfrc/Gsk3b/Fshr/Ppargc1b/Ptpn2/Nfatc1/Il33/Gata3/Itgb6/Plcb1/Src/Gnas/Zbtb46/Notch2/Epha2/Ctnnbip1/Prdm16/Fgfr3/Gimap5/Gimap3/Gata2/Foxp1/Clec2d/Pirb/Pira6/Ceacam1/Lrrk1/Clpb/Itgam/Nfix/Zfpm1/Cbfa2t3/Gab3/Mir223",48
"GO:0019932","second-messenger-mediated signaling","50/2081","295/28564",1.90120771030667e-08,2.52724824920051e-06,1.88298184691839e-06,"Zap70/Hdac4/Oprm1/Avpr1a/Gip/Mapt/Ahr/Slc24a4/Ryr2/Ntrk2/Cacna1d/3425401B19Rik/Nfatc4/Ednrb/Mafa/Lrrk2/Gsk3b/Pde10a/Pde9a/Lhcgr/Nfatc1/Gal/Ffar4/Nron/Gnas/Rapgef2/Tmem38b/Edn2/Adgrb2/Slc9a1/Ece1/Camta1/Gnai1/Ucn/Pebp1/Ksr2/Nos1/Bhlha15/Crhr2/Adcyap1r1/Itpr1/Pde3a/Apoe/Nucb2/Lat/Inpp5a/Tpcn2/Adgrl1/Cdh13/Cyp19a1",50
"GO:1903522","regulation of blood circulation","47/2081","270/28564",2.1504638176929e-08,2.80550032793618e-06,2.09029967305293e-06,"Hdac4/Avpr1b/Adora1/Nos1ap/Avpr1a/Asic2/Cacna1g/Jup/Kcnh6/Prkca/Uts2r/Ahr/Hif1a/Calm1/Ryr2/Pik3r1/Thrb/Cacna1d/Ednrb/Pkp2/Epas1/Hbegf/Adrb1/Cacna1b/Abl1/Adra1d/Tmem38b/Edn2/Zc3h12a/Slc9a1/Kcnh2/Ucn/Adra2c/Pebp1/Nos1/Tbx5/Tac1/Crhr2/Cacna1c/Adm/Kcnq1/Gnao1/Hcn4/Tpm1/Cacna2d2/Scn5a/Agtr2",47
"GO:0048880","sensory system development","65/2081","433/28564",2.21501197699788e-08,2.80550032793618e-06,2.09029967305293e-06,"Rp1/Cnga3/Twist2/Inhbb/Pou2f1/Nr2e1/Ikzf1/Sh3pxd2b/Arhgef15/Sdk2/Pxdn/Ahr/Hif1a/Dio3/Bmp6/Ntrk2/Lpcat1/Rarb/Thrb/Opn4/Atp8a2/Sox8/Pknox1/Cryaa/Ptprm/Zeb1/Lrp5/Hps1/Gata3/Rxra/Col5a1/Lamc3/Lmx1b/Crb2/Zeb2/Gpd2/Mertk/Bmp7/Notch2/Bcar3/Tmem215/Clic4/Ephb2/Epha2/Casz1/Fgfr3/Crybb2/Crybb3/Cacna1c/Sipa1l3/Ush1c/Slc17a6/Trpm1/Itgam/Cdkn1c/Col4a1/Tenm3/Nfix/Maf/Nrp1/Fat3/Thy1/Bbs4/Smad3/Megf11",65
"GO:1902105","regulation of leukocyte differentiation","57/2081","359/28564",2.22359644476403e-08,2.80550032793618e-06,2.09029967305293e-06,"Zap70/Ctla4/Rc3h1/Tnfsf18/Dusp10/Lilrb4b/Kitl/Ikzf1/Prkca/Zfp36l1/Dlk1/Sox4/Nedd9/Cd83/Ror2/Pik3r1/Prxl2a/Mmp14/Gsk3b/Arid1b/Pglyrp2/H2-Aa/Socs5/Fshr/Zeb1/Ppargc1b/Ptpn2/Gata3/Abl1/Gnas/Zbtb46/Actl6a/Rorc/Notch2/Zc3h12a/Runx3/Ctnnbip1/Prdm16/Fgfr3/Dtx1/Card11/Actb/Gimap5/Gimap3/Tmem176b/Gata2/Foxp1/Clec2d/Pirb/Pira6/Ceacam1/Itgam/Gas6/Zfpm1/Zbtb16/Smarcc1/Mir223",57
"GO:0034765","regulation of monoatomic ion transmembrane transport","71/2081","492/28564",2.61623308080595e-08,3.24587317558659e-06,2.41840914083624e-06,"Atg5/Jsrp1/Commd1/Slc36a2/Asic2/Vmp1/Prkca/Kcnf1/Pik3cg/Ahr/Calm1/Ryr2/Wnk2/Catsper3/Cacna1d/Tmem74/Kcnj4/Shank3/Nherf2/Kcng3/Lhcgr/Diaph1/Nedd4l/Gal/Kcnip2/Adrb1/Cacna1b/Grin1/Abl1/Cacnb4/Plcb1/Jph2/Kcns1/Chrna4/Kcnq2/Kcna2/Kcnc4/Tmem38b/Pcsk9/Slc6a9/Kcnq4/Slc9a1/Clic4/Ephb2/Kcnab2/Kcnh2/Dpp6/Nos1/Hvcn1/Tmem168/Gimap5/Gimap3/Adcyap1r1/Dysf/Cacna1c/Cacna2d4/Kcna1/Kcna6/Tex101/Fxyd3/Kcnc1/Kcnq1/Tpcn2/Cacna1a/Kcng4/Jph3/Npsr1/Thy1/Hcn4/Cacna2d2/Scn5a",71
"GO:0001654","eye development","64/2081","426/28564",2.74998190196905e-08,3.35587955381272e-06,2.5003718104357e-06,"Rp1/Cnga3/Twist2/Inhbb/Pou2f1/Nr2e1/Ikzf1/Sh3pxd2b/Arhgef15/Sdk2/Pxdn/Ahr/Hif1a/Dio3/Bmp6/Ntrk2/Lpcat1/Rarb/Thrb/Opn4/Atp8a2/Sox8/Pknox1/Cryaa/Ptprm/Zeb1/Lrp5/Hps1/Gata3/Rxra/Col5a1/Lamc3/Lmx1b/Crb2/Zeb2/Gpd2/Mertk/Bmp7/Notch2/Bcar3/Tmem215/Clic4/Ephb2/Epha2/Casz1/Fgfr3/Crybb2/Crybb3/Cacna1c/Sipa1l3/Ush1c/Slc17a6/Trpm1/Cdkn1c/Col4a1/Tenm3/Nfix/Maf/Nrp1/Fat3/Thy1/Bbs4/Smad3/Megf11",64
"GO:0051017","actin filament bundle assembly","35/2081","173/28564",2.90336349844169e-08,3.48590933587096e-06,2.59725335709495e-06,"Marcks/Sh3pxd2b/Arhgef15/Ppm1e/Baiap2/Itgb1bp1/Gpr65/Phactr1/Pik3r1/Shank3/Prkn/Spire1/Abl1/Aif1l/Src/S100a10/Rhoc/Kank4/Asap3/Wnt4/Arhgef10l/Tac1/Eps8/Ush1c/Tjp1/Wnt11/Arrb1/Ppfia1/Arhgef18/Arhgef10/Nrp1/Bbs4/Coro2b/Smad3/Tpm1",35
"GO:0021700","developmental maturation","59/2081","381/28564",3.18502720645776e-08,3.76338770236057e-06,2.80399471191745e-06,"Atp6v1h/Tfcp2l1/L3mbtl3/Camk2b/Bcl11a/Pmp22/Arhgef15/Sez6/Hif1a/Slc24a4/Catsper3/Nfatc4/Ednrb/Ywhaz/Lrrk2/Gsk3b/Sox8/Anks1/Tcp11/Catsperd/Epas1/Nrxn1/Rock1/Nrg2/Gal/Kcnip2/Gata3/Grin1/Dab2ip/Lhx6/Plcb1/Fam210b/Atp6v1g1/Runx3/Epha8/Igsf21/Fgfr3/Pebp1/Rflna/Bhlha15/Gata2/Grip2/Ret/Pde3a/Ercc2/Xylt1/Cdkn1c/Gpat4/Adgrl1/Cacna1a/Lyl1/Nfix/Disc1/Snx19/Zbtb16/Fem1b/Iqcf1/Slc22a14/Btk",59
"GO:1903706","regulation of hemopoiesis","66/2081","447/28564",3.31608966383549e-08,3.85702679024865e-06,2.87376257216269e-06,"Zap70/Ctla4/Twist2/Rc3h1/Tnfsf18/Dusp10/Lilrb4b/Kitl/Ikzf1/Prkca/Hif1a/Zfp36l1/Dlk1/Sox4/Nedd9/Cd83/Ror2/Pik3r1/Kat6b/Prxl2a/Mmp14/Senp1/Gsk3b/Arid1b/Pglyrp2/H2-Aa/Socs5/Fshr/Zeb1/Ppargc1b/Ptpn2/Gata3/Abl1/Fam210b/Gnas/Zbtb46/Actl6a/Rorc/Notch2/Mpl/Meaf6/Zc3h12a/Runx3/Ctnnbip1/Prdm16/Fgfr3/Dtx1/Card11/Actb/Cnot4/Gimap5/Gimap3/Tmem176b/Gata2/Foxp1/Clec2d/Pirb/Pira6/Ceacam1/Itgam/Gas6/Zfpm1/Ets1/Zbtb16/Smarcc1/Mir223",66
"GO:0070372","regulation of ERK1 and ERK2 cascade","53/2081","329/28564",4.19530979642146e-08,4.80459786531713e-06,3.57977122548092e-06,"Ackr3/Dusp10/Oprm1/Ccl11/Phb/Prkca/Dnajc27/Itgb1bp1/Wnk2/F2rl1/Dusp29/Ywhaz/Angpt1/Fbln1/Fshr/Nrxn1/Garem1/Spry4/Ptpn2/Ffar4/Abl1/Dab2ip/Sirpa/Sstr4/Src/Fam83d/Ptpn1/Rapgef2/Pdgfc/Notch2/Ephb2/Ece1/Epha2/Fgfr3/Ptpn11/Pdgfa/Crhr2/Prkd2/Apoe/Cxcl17/Ceacam1/Arrb1/Dennd2b/Mapk3/Fgf4/Gas6/Mfhas1/Mt3/Nrp1/Bmper/Npsr1/Tnfaip8l3/Nptn",53
"GO:0060828","regulation of canonical Wnt signaling pathway","44/2081","250/28564",4.29458295296017e-08,4.84376901542962e-06,3.6089565516981e-06,"Amer3/Fzd7/Kremen1/Axin2/Csnk1d/Sostdc1/Ccdc88c/Sox4/Wnk2/Ror2/Ccar2/Ctnnd2/Lrrk2/Gsk3b/Prkn/Daam2/Ppm1b/Ccny/Egr1/Kank1/Dab2ip/Zeb2/Src/Foxo1/Dkk2/Tle1/Rnf220/Rspo1/Ptpru/Ctnnbip1/Fzd1/Fgfr3/Wnt5b/Apoe/Lrrk1/Wnt11/Folr1/Dkk3/Nkd1/Cdh1/Tle3/Smad3/Rbms3/Ddx3x",44
"GO:0009914","hormone transport","62/2081","413/28564",4.63823387322487e-08,5.02971129221701e-06,3.74749693128927e-06,"Map4k4/Inhbb/Adora1/Gnaz/Doc2b/Rph3al/Stxbp4/Gip/Hif1a/Sox4/Bmp6/Pde8b/F2rl1/Fam3d/Cacna1d/Ywhaz/Mafa/Nell2/Vdr/Kalrn/Fam3b/Prkn/Cpt1a/Gal/Lrp5/Slc3a2/Syt7/Ffar4/Ccdc186/Gata3/Plcb1/Gnas/Myt1/Foxo1/Lepr/Edn2/Camk2n1/Ucn/Tbc1d1/Nos1/Ptpn11/Tfr2/Tac1/Crhr2/Rab11fip5/Itpr1/Cacna1c/Ltbp4/Arrb1/Adm/Nucb2/Prkcb/Brsk2/Kcnq1/Ano1/Arhgef7/Gnao1/Snx19/Cyp19a1/Myrip/Agtr2/Btk",62
"GO:0050767","regulation of neurogenesis","69/2081","480/28564",4.77725840221266e-08,5.02971129221701e-06,3.74749693128927e-06,"Serpine2/Dusp10/Plxna2/Oprm1/Marcks/Nr2e1/Camk2b/Bcl11a/Fstl4/Pafah1b1/Ccl11/Mapt/Baiap2/Hif1a/Ntrk2/Map1b/Il6st/Nfatc4/Ptk2/Wnt7b/Shank3/Etv5/Kalrn/Sema5b/Gsk3b/Robo1/Olig2/Tbc1d24/Sox8/Cul7/Daam2/Ptprs/Ctnna1/Mbp/Il33/Slit1/Zeb2/Nkx2-2os/Bmp7/Cdh4/Tnik/Rapgef2/S100a10/Dmrta2/Ephb2/Casz1/Fgfr3/Nos1/Cux2/Plxna4/Gata2/Wnt7a/Apoe/Megf8/Tenm4/Ctf2/Lig4/Star/Mt3/Cdh1/Fbxo31/Disc1/Nrp1/Ldlr/Thy1/Lingo1/Nptn/Snap91/Trak1",69
"GO:0046879","hormone secretion","61/2081","404/28564",4.80260218169148e-08,5.02971129221701e-06,3.74749693128927e-06,"Map4k4/Inhbb/Adora1/Gnaz/Doc2b/Rph3al/Stxbp4/Gip/Hif1a/Sox4/Bmp6/Pde8b/F2rl1/Fam3d/Cacna1d/Ywhaz/Mafa/Nell2/Vdr/Kalrn/Fam3b/Prkn/Cpt1a/Gal/Lrp5/Syt7/Ffar4/Ccdc186/Gata3/Plcb1/Gnas/Myt1/Foxo1/Lepr/Edn2/Camk2n1/Ucn/Tbc1d1/Nos1/Ptpn11/Tfr2/Tac1/Crhr2/Rab11fip5/Itpr1/Cacna1c/Ltbp4/Arrb1/Adm/Nucb2/Prkcb/Brsk2/Kcnq1/Ano1/Arhgef7/Gnao1/Snx19/Cyp19a1/Myrip/Agtr2/Btk",61
