output_prefix	name	motif_id	cluster	total_tfbs	IF_mean_score	IF_bound	UF_mean_score	UF_bound	IF_UF_change	IF_UF_pvalue	IF_UF_highlighted
Arnt_MA0004.1	Arnt	MA0004.1	C_Mlxip	8289	0.05287	169	0.0422	135	-0.00251	7.52143E-01	False
PAX6_MA0069.1	PAX6	MA0069.1	C_PAX6	4694	0.06835	120	0.05653	101	0.06621	1.04124E-27	False
RORA_MA0071.1	RORA	MA0071.1	C_RORA	9922	0.11947	345	0.09891	316	0.00847	9.32745E-02	False
RXRAVDR_MA0074.1	RXRA::VDR	MA0074.1	C_RXRA::VDR	5859	0.08441	164	0.07529	145	0.00314	1.19446E-02	False
REL_MA0101.1	REL	MA0101.1	C_REL	7899	0.11234	359	0.10184	316	0.02351	9.70803E-12	False
RELA_MA0107.1	RELA	MA0107.1	C_REL	9766	0.08791	354	0.07641	297	0.04494	1.27857E-35	False
NR1H2RXRA_MA0115.1	NR1H2::RXRA	MA0115.1	C_NR1H2::RXRA	10071	0.24414	759	0.23457	721	-0.02177	3.38090E-20	False
Znf423_MA0116.1	Znf423	MA0116.1	C_Znf423	7457	0.73586	1372	0.71966	1317	-0.01942	1.89049E-23	False
NFICTLX1_MA0119.1	NFIC::TLX1	MA0119.1	C_NFIB	8466	0.1578	435	0.14666	394	-0.02193	1.40471E-14	False
ZNF354C_MA0130.1	ZNF354C	MA0130.1	C_ZNF354C	14563	0.12616	642	0.11181	543	0.0135	6.91706E-10	False
Pou5f1Sox2_MA0142.1	Pou5f1::Sox2	MA0142.1	C_Pou5f1::Sox2	13805	0.01433	78	0.01047	64	0.09177	4.85254E-32	True
EWSR1-FLI1_MA0149.1	EWSR1-FLI1	MA0149.1	C_EWSR1-FLI1	37967	0.18744	2571	0.17837	2395	4e-05	7.65308E-01	False
Arid3a_MA0151.1	Arid3a	MA0151.1	C_Arid3a	16655	0.12353	777	0.10886	646	0.01774	2.00594E-12	False
INSM1_MA0155.1	INSM1	MA0155.1	C_INSM1	12786	0.33684	1131	0.34406	1092	-0.03528	3.32023E-34	False
RARARXRA_MA0159.1	RARA::RXRA	MA0159.1	C_RARA::RXRA	10172	0.11041	425	0.0969	363	0.01949	1.01629E-10	False
PLAG1_MA0163.1	PLAG1	MA0163.1	C_PLAG1	15231	0.41913	1883	0.41628	1818	-0.03924	4.78423E-50	False
Tfcp2l1_MA0145.2	Tfcp2l1	MA0145.2	C_Tfcp2l1	11858	0.68424	1785	0.64379	1641	-0.00818	1.25951E-05	False
DUX4_MA0468.1	DUX4	MA0468.1	C_DUX4	7335	0.1611	428	0.16585	429	-0.03328	2.03898E-25	False
Sox6_MA0515.1	Sox6	MA0515.1	C_Sox6	17088	0.11052	655	0.09179	576	0.03337	7.06999E-30	False
ESR2_MA0258.2	ESR2	MA0258.2	C_ESR2	12328	0.05185	239	0.04577	221	-0.01696	3.99053E-09	False
SREBF1_MA0595.1	SREBF1	MA0595.1	C_SREBF1	7354	0.04957	142	0.0516	147	-0.10545	2.03508E-50	True
SREBF2_MA0596.1	SREBF2	MA0596.1	C_SREBF1	8048	0.04724	153	0.04505	142	-0.02595	3.61885E-10	False
KLF5_MA0599.1	KLF5	MA0599.1	C_KLF5	44608	0.29005	3822	0.29492	3756	-0.03708	1.69444E-69	True
Atf1_MA0604.1	Atf1	MA0604.1	C_FOSL1::JUND	2094	0.07053	58	0.05745	37	0.09055	1.26164E-26	True
Creb3l2_MA0608.1	Creb3l2	MA0608.1	C_Creb3l2	4335	0.05424	88	0.04982	92	-0.02706	3.23824E-09	False
FOXG1_MA0613.1	FOXG1	MA0613.1	C_FOXD1	9446	0.11371	383	0.10572	339	-0.00872	8.26168E-06	False
Foxj2_MA0614.1	Foxj2	MA0614.1	C_FOXD1	8369	0.14037	389	0.13413	371	-0.03496	4.54548E-26	False
BHLHE41_MA0636.1	BHLHE41	MA0636.1	C_BHLHE41	3360	0.05599	72	0.044	58	0.01054	3.47764E-04	False
ELF4_MA0641.1	ELF4	MA0641.1	C_ELF2	13426	0.22423	1076	0.20913	1038	-0.01173	2.03866E-09	False
FOXI1_MA0042.2	FOXI1	MA0042.2	C_FOXD1	7327	0.15255	395	0.14673	351	-0.02214	1.74170E-19	False
FOXL1_MA0033.2	FOXL1	MA0033.2	C_FOXD1	9768	0.12818	482	0.1192	403	0.00035	3.33054E-01	False
HNF1B_MA0153.2	HNF1B	MA0153.2	C_HNF1A	5490	0.0224	36	0.0196	40	-0.04665	3.54383E-12	False
HSF1_MA0486.2	HSF1	MA0486.2	C_HSF2	7713	0.08118	251	0.0827	259	-0.02397	4.87910E-16	False
IRF9_MA0653.1	IRF9	MA0653.1	C_STAT1::STAT2	11651	0.02162	109	0.02305	119	-0.04516	1.11782E-18	False
JDP2_MA0655.1	JDP2	MA0655.1	C_FOSL1	11608	0.03901	196	0.03413	170	0.01463	3.49707E-07	False
MEF2B_MA0660.1	MEF2B	MA0660.1	C_MEF2D	9640	0.04324	170	0.03879	151	0.03472	6.44331E-21	False
MLX_MA0663.1	MLX	MA0663.1	C_BHLHE41	3702	0.05281	79	0.04317	64	0.02296	3.56133E-08	False
MSC_MA0665.1	MSC	MA0665.1	C_Tcf21	10481	0.02943	130	0.02813	108	0.01159	8.28720E-07	False
MYF6_MA0667.1	MYF6	MA0667.1	C_MYF6	7244	0.03169	94	0.03018	89	-0.01145	1.19170E-01	False
NEUROG2_MA0669.1	NEUROG2	MA0669.1	C_NEUROG2	5141	0.22502	353	0.19225	291	0.03572	5.48327E-15	False
Nr2e1_MA0676.1	Nr2e1	MA0676.1	C_Nr2e1	11549	0.00712	37	0.00745	41	-0.05484	1.64370E-12	False
OLIG2_MA0678.1	OLIG2	MA0678.1	C_ATOH7	2944	0.32138	249	0.27124	226	-0.00468	1.75704E-01	False
PAX4_MA0068.2	PAX4	MA0068.2	C_VAX2	2673	0.04238	46	0.03998	45	0.00655	1.86288E-02	False
Rxra_MA0512.2	Rxra	MA0512.2	C_Nr2f6	10779	0.31469	1054	0.29888	965	-0.02338	2.85457E-25	False
SRF_MA0083.3	SRF	MA0083.3	C_SRF	3750	0.19297	234	0.15997	194	0.06148	9.07429E-31	False
TBXT_MA0009.2	TBXT	MA0009.2	C_TBX19	4035	0.12144	161	0.11535	152	0.02148	1.10181E-06	False
TBX20_MA0689.1	TBX20	MA0689.1	C_TBX20	8341	0.0726	204	0.06662	202	-0.02293	8.34310E-16	False
TFAP4_MA0691.1	TFAP4	MA0691.1	C_TFAP4	9119	0.02687	108	0.02613	86	-0.00502	9.58966E-01	False
ZIC1_MA0696.1	ZIC1	MA0696.1	C_ZIC1	9359	0.18435	577	0.18852	537	-0.03641	1.37528E-33	False
PHOX2A_MA0713.1	PHOX2A	MA0713.1	C_PHOX2A	5914	0.06429	132	0.06515	147	-0.06057	9.96281E-34	False
PROP1_MA0715.1	PROP1	MA0715.1	C_PHOX2A	6926	0.06262	157	0.05837	147	0.00357	3.87580E-03	False
VENTX_MA0724.1	VENTX	MA0724.1	C_VENTX	3252	0.04929	64	0.03875	43	0.07091	1.07551E-22	False
Nr2F6_MA0728.1	Nr2F6	MA0728.1	C_Rarb	10734	0.35124	1243	0.3369	1165	-0.0208	8.26828E-29	False
RARA_MA0729.1	RARA	MA0729.1	C_RARA	9885	0.11658	405	0.10267	335	0.01145	2.12344E-10	False
RARA_MA0730.1	RARA	MA0730.1	C_Rarb	9664	0.10214	358	0.08978	314	-0.01365	5.15143E-09	False
BCL6B_MA0731.1	BCL6B	MA0731.1	C_BCL6B	11296	0.20622	661	0.20868	662	-0.05051	2.33436E-44	False
EGR2_MA0472.2	EGR2	MA0472.2	C_EGR1	8292	0.13762	354	0.13027	317	-0.037	1.32506E-31	False
GLIS2_MA0736.1	GLIS2	MA0736.1	C_GLIS2	5700	0.16232	315	0.17484	322	-0.07835	3.04662E-49	False
GLIS3_MA0737.1	GLIS3	MA0737.1	C_GLIS3	5082	0.19181	321	0.19242	284	-0.03477	4.52699E-26	False
KLF16_MA0741.1	KLF16	MA0741.1	C_KLF16	33671	0.13333	1634	0.14312	1722	-0.06816	2.92144E-74	True
ZNF143_MA0088.2	ZNF143	MA0088.2	C_ZNF76	9521	0.19623	612	0.17529	557	0.02032	3.46257E-12	False
E2F7_MA0758.1	E2F7	MA0758.1	C_E2F7	4885	0.02148	45	0.01736	38	0.07425	1.55548E-15	False
HSF2_MA0770.1	HSF2	MA0770.1	C_HSF2	8776	0.09296	304	0.08939	312	-0.00343	9.75194E-01	False
HSF4_MA0771.1	HSF4	MA0771.1	C_HSF2	7713	0.08229	256	0.08033	250	0.01055	6.82157E-03	False
MEF2D_MA0773.1	MEF2D	MA0773.1	C_MEF2D	11112	0.03941	179	0.03532	157	0.03934	6.24678E-19	False
MEIS2_MA0774.1	MEIS2	MA0774.1	C_MEIS1	9665	0.13081	438	0.12846	444	-0.01407	1.46306E-08	False
MYBL1_MA0776.1	MYBL1	MA0776.1	C_MYBL1	1598	0.23422	119	0.2129	119	-0.0376	3.68406E-10	False
MYBL2_MA0777.1	MYBL2	MA0777.1	C_MYBL2	1454	0.09332	49	0.08421	45	0.03204	5.72759E-07	False
NFKB1_MA0105.4	NFKB1	MA0105.4	C_NFKB2	4078	0.16707	258	0.18387	275	-0.09461	7.24483E-59	True
PAX3_MA0780.1	PAX3	MA0780.1	C_Pax7	2474	0.03472	37	0.02611	30	0.02883	3.58200E-02	False
PKNOX2_MA0783.1	PKNOX2	MA0783.1	C_TGIF2LX	8789	0.09381	298	0.08095	239	0.02257	2.42209E-16	False
POU3F2_MA0787.1	POU3F2	MA0787.1	C_POU3F3	9606	0.08453	315	0.06567	256	0.06365	1.51882E-47	False
POU3F3_MA0788.1	POU3F3	MA0788.1	C_POU3F3	10667	0.02162	92	0.01703	73	0.0707	5.01842E-29	False
POU3F4_MA0789.1	POU3F4	MA0789.1	C_POU3F3	8235	0.03128	105	0.02787	85	0.03894	6.64157E-15	False
POU5F1B_MA0792.1	POU5F1B	MA0792.1	C_POU3F3	8602	0.03598	127	0.03162	105	0.04736	4.58002E-21	False
PROX1_MA0794.1	PROX1	MA0794.1	C_PROX1	3737	0.04716	67	0.04003	56	0.06768	2.30556E-18	False
SMAD3_MA0795.1	SMAD3	MA0795.1	C_SMAD3	3880	1.01686	774	0.88419	678	0.01654	2.89295E-10	False
TGIF1_MA0796.1	TGIF1	MA0796.1	C_TGIF2LX	8009	0.07543	225	0.06695	188	0.03196	7.95404E-16	False
TGIF2_MA0797.1	TGIF2	MA0797.1	C_TGIF2LX	7698	0.09037	252	0.07965	201	0.0174	2.01479E-11	False
RUNX2_MA0511.2	RUNX2	MA0511.2	C_Bcl11B	7863	0.1066	292	0.08957	239	0.05505	2.73038E-38	False
MGA_MA0801.1	MGA	MA0801.1	C_TBX4	7732	0.10666	258	0.0939	235	-0.01435	7.37134E-06	False
TBX15_MA0803.1	TBX15	MA0803.1	C_TBX4	7095	0.1071	240	0.09658	219	-0.00412	3.58558E-01	False
TBX1_MA0805.1	TBX1	MA0805.1	C_TBX4	8437	0.10753	295	0.09309	265	-0.00605	7.53135E-03	False
TBX4_MA0806.1	TBX4	MA0806.1	C_TBX4	7588	0.10297	251	0.09231	225	-0.00189	7.28242E-03	False
TBX5_MA0807.1	TBX5	MA0807.1	C_TBX4	8906	0.10065	302	0.09042	269	0.00694	1.03071E-01	False
TEAD3_MA0808.1	TEAD3	MA0808.1	C_TEAD4	6470	0.08142	195	0.06882	172	0.00884	4.96043E-05	False
TFAP2B_MA0813.1	TFAP2B	MA0813.1	C_TFAP2C	7883	0.32537	768	0.32564	733	-0.02292	4.88693E-19	False
TFAP2C_MA0815.1	TFAP2C	MA0815.1	C_TFAP2C	6866	0.30058	646	0.29978	615	-0.0223	2.51779E-14	False
Ascl2_MA0816.1	Ascl2	MA0816.1	C_Twist2	13518	0.05986	314	0.05457	283	-0.00902	1.72986E-04	False
HES7_MA0822.1	HES7	MA0822.1	C_HES7	3091	0.16116	172	0.14559	168	-0.04117	8.88691E-21	False
HEY1_MA0823.1	HEY1	MA0823.1	C_HES1	4091	0.07219	111	0.05509	85	0.00086	3.90016E-01	False
OLIG1_MA0826.1	OLIG1	MA0826.1	C_ATOH7	2792	0.32122	234	0.27272	226	-0.02794	4.29594E-13	False
OLIG3_MA0827.1	OLIG3	MA0827.1	C_ATOH7	3311	0.29577	265	0.25185	238	-0.00505	6.03961E-01	False
CEBPG_MA0838.1	CEBPG	MA0838.1	C_CEBPA	3650	0.07159	97	0.07188	95	-0.02211	8.68984E-05	False
FOXB1_MA0845.1	FOXB1	MA0845.1	C_FOXC2	12350	0.16279	638	0.13697	549	0.03579	1.18735E-32	False
FOXC1_MA0032.2	FOXC1	MA0032.2	C_FOXC2	14644	0.11546	529	0.09659	435	0.06447	5.61366E-49	False
FOXO4_MA0848.1	FOXO4	MA0848.1	C_FOXD1	9768	0.12818	482	0.1192	403	0.00035	3.33054E-01	False
FOXO6_MA0849.1	FOXO6	MA0849.1	C_FOXD1	9768	0.12818	482	0.1192	403	0.00035	3.33054E-01	False
FOXP3_MA0850.1	FOXP3	MA0850.1	C_FOXD1	16220	0.12637	760	0.11631	673	-0.00586	2.15744E-02	False
RXRB_MA0855.1	RXRB	MA0855.1	C_Nr2f6	10950	0.30294	1034	0.29532	993	-0.0395	1.00768E-43	False
RXRG_MA0856.1	RXRG	MA0856.1	C_Nr2f6	10618	0.31051	1002	0.29757	932	-0.02983	2.62407E-32	False
Rarb_MA0857.1	Rarb	MA0857.1	C_Rarb	11330	0.25498	980	0.23472	911	-0.0084	9.48833E-08	False
Rarb_MA0858.1	Rarb	MA0858.1	C_Rarb	9697	0.09469	340	0.08915	326	-0.04274	1.07479E-36	False
Rarg_MA0860.1	Rarg	MA0860.1	C_Rarg	10317	0.04932	207	0.04333	174	0.00093	3.38988E-01	False
TP63_MA0525.2	TP63	MA0525.2	C_TP63	4145	0.32955	405	0.29602	408	-0.0232	6.04952E-18	False
TP53_MA0106.3	TP53	MA0106.3	C_TP53	4505	0.46711	525	0.44212	512	-0.02658	2.31951E-17	False
GMEB2_MA0862.1	GMEB2	MA0862.1	C_GMEB2	947	0.07406	21	0.06648	17	0.125	2.20455E-22	True
MTF1_MA0863.1	MTF1	MA0863.1	C_MTF1	5787	0.1275	250	0.11722	249	-0.02088	1.99055E-10	False
E2F1_MA0024.3	E2F1	MA0024.3	C_E2F4	1379	0.026	17	0.03488	17	-0.23212	1.07369E-33	True
SOX21_MA0866.1	SOX21	MA0866.1	C_SOX21	8121	0.00982	30	0.00944	37	-0.01046	4.91702E-04	False
Sox1_MA0870.1	Sox1	MA0870.1	C_SOX21	6763	0.00873	24	0.00923	24	-0.00132	8.09750E-01	False
TFAP2A_MA0872.1	TFAP2A	MA0872.1	C_TFAP2C	6917	0.26817	590	0.26399	563	-0.02679	6.17954E-20	False
ZNF24_MA1124.1	ZNF24	MA1124.1	C_ZNF24	10526	0.10184	382	0.0885	351	0.00061	2.08550E-01	False
ZSCAN4_MA1155.1	ZSCAN4	MA1155.1	C_ZSCAN4	19430	0.02321	176	0.02089	167	-0.01615	8.91595E-06	False
FOSBJUN_MA1127.1	FOSB::JUN	MA1127.1	C_FOSL1::JUN	5977	0.0301	72	0.03009	71	-0.00967	1.52669E-01	False
FOSL1JUN_MA1129.1	FOSL1::JUN	MA1129.1	C_FOSL1::JUN	4078	0.0302	50	0.03922	64	-0.07118	4.52442E-20	False
FOSBJUNB_MA1136.1	FOSB::JUNB	MA1136.1	C_FOSL1::JUN	4826	0.0295	57	0.03955	76	-0.06481	1.21807E-16	False
IRF5_MA1420.1	IRF5	MA1420.1	C_IRF5	7036	0.04647	113	0.04532	113	0.00893	2.86184E-01	False
TCF7L1_MA1421.1	TCF7L1	MA1421.1	C_TCF7L1	13560	0.05137	261	0.05251	270	-0.02944	3.92622E-13	False
ATOH7_MA1468.1	ATOH7	MA1468.1	C_ATOH7	6294	0.23428	464	0.20769	408	-0.00038	9.93843E-01	False
FERD3L_MA1485.1	FERD3L	MA1485.1	C_FERD3L	8247	0.06623	217	0.06199	196	-0.01067	2.30946E-03	False
FOXN3_MA1489.1	FOXN3	MA1489.1	C_FOXN3	8146	0.08428	249	0.08379	237	-0.00036	5.23539E-01	False
HES6_MA1493.1	HES6	MA1493.1	C_HES6	4382	0.10089	175	0.08083	122	0.05591	2.26150E-26	False
IRF6_MA1509.1	IRF6	MA1509.1	C_IRF6	3157	0.08864	114	0.07899	94	0.07536	2.64024E-29	False
NR2F1_MA1538.1	NR2F1	MA1538.1	C_NR2F1	5097	0.33148	583	0.32258	547	-0.02055	2.48853E-12	False
NR2F6_MA1539.1	NR2F6	MA1539.1	C_NR2F1	4666	0.32069	515	0.33426	494	-0.06192	6.54301E-46	False
RXRB_MA1555.1	RXRB	MA1555.1	C_RXRG	4707	0.4085	621	0.38593	530	-0.01183	4.24069E-04	False
RXRG_MA1556.1	RXRG	MA1556.1	C_RXRG	5754	0.41235	764	0.39541	677	-0.0058	5.74616E-03	False
SMAD5_MA1557.1	SMAD5	MA1557.1	C_SMAD3	2917	1.02223	568	0.88652	511	0.01009	6.69796E-04	False
TFAP4_MA1570.1	TFAP4	MA1570.1	C_TFAP4	4968	0.14922	270	0.14211	254	-0.03617	8.56742E-19	False
TGIF2LX_MA1571.1	TGIF2LX	MA1571.1	C_TGIF2LX	5415	0.07473	148	0.06269	110	0.02062	4.95852E-09	False
TGIF2LY_MA1572.1	TGIF2LY	MA1572.1	C_TGIF2LX	5461	0.08544	169	0.07242	118	0.04253	1.54293E-18	False
ZBTB32_MA1580.1	ZBTB32	MA1580.1	C_ZBTB32	7226	0.24967	466	0.20785	428	0.02844	1.40833E-19	False
ZNF135_MA1587.1	ZNF135	MA1587.1	C_ZNF135	15746	0.04798	294	0.04258	268	0.00747	9.49382E-04	False
ZNF136_MA1588.1	ZNF136	MA1588.1	C_ZNF136	8672	0.12393	310	0.10888	259	0.01207	2.77628E-05	False
ZNF382_MA1594.1	ZNF382	MA1594.1	C_ZNF382	8986	0.17247	493	0.15269	458	-0.01417	3.66799E-08	False
ZNF460_MA1596.1	ZNF460	MA1596.1	C_ZNF460	31435	0.10744	1301	0.10307	1215	0.0048	1.39070E-03	False
ZNF528_MA1597.1	ZNF528	MA1597.1	C_ZNF528	14719	0.16344	835	0.146	752	0.03067	1.16026E-33	False
HOXA5_MA0158.2	HOXA5	MA0158.2	C_HOXD3	3389	0.19345	248	0.16689	200	0.03956	1.90490E-19	False
HOXD3_MA0912.2	HOXD3	MA0912.2	C_HOXD3	4743	0.13956	247	0.12175	210	0.0352	3.36537E-15	False
NEUROG1_MA0623.2	NEUROG1	MA0623.2	C_ATOH7	3326	0.3346	307	0.29158	267	0.04003	4.91168E-22	False
ZNF707_MA1715.1	ZNF707	MA1715.1	C_ZNF707	14929	0.11232	634	0.1055	577	0.00936	3.08289E-04	False
ZNF8_MA1718.1	ZNF8	MA1718.1	C_ZNF8	6887	0.12609	338	0.12239	286	-0.02032	3.24662E-15	False
Foxn1_MA1684.1	Foxn1	MA1684.1	C_Foxn1	13954	0.06858	368	0.073	369	-0.05653	5.90029E-43	False
ELK1HOXA1_MA1931.1	ELK1::HOXA1	MA1931.1	C_ELK1::HOXA1	8703	0.08356	282	0.07563	256	0.0036	4.06669E-01	False
HOXB2ELK1_MA1957.1	HOXB2::ELK1	MA1957.1	C_FLI1::DRGX	8557	0.08325	288	0.06665	237	0.04598	9.89543E-27	False
POU2F1SOX2_MA1962.1	POU2F1::SOX2	MA1962.1	C_POU2F1::SOX2	11135	0.01497	62	0.01208	62	0.06772	8.07168E-21	False
ZFP14_MA1972.1	ZFP14	MA1972.1	C_ZFP14	27040	0.19391	1911	0.19147	1770	-0.02823	5.98093E-52	False
ZNF418_MA1980.1	ZNF418	MA1980.1	C_ZNF418	17735	0.04308	291	0.04341	308	-0.03701	1.86755E-28	False
ZNF669_MA1985.1	ZNF669	MA1985.1	C_ZNF669	4648	0.20305	349	0.18381	292	0.02563	1.45285E-16	False
SP1_MA0079.5	SP1	MA0079.5	C_KLF5	37631	0.16208	2257	0.16636	2259	-0.05586	2.45946E-74	True
RFX1_MA0509.3	RFX1	MA0509.3	C_RFX1	4693	0.24234	338	0.23892	352	-0.05475	1.42089E-32	False
SP2_MA0516.3	SP2	MA0516.3	C_KLF5	35866	0.15771	2126	0.16845	2270	-0.07344	2.10171E-86	True
BHLHA15_MA0607.2	BHLHA15	MA0607.2	C_ATOH7	3146	0.24002	246	0.19931	228	-0.03987	3.75542E-24	False
SP4_MA0685.2	SP4	MA0685.2	C_KLF5	39895	0.14655	2159	0.15307	2208	-0.05686	5.52137E-86	True
KLF14_MA0740.2	KLF14	MA0740.2	C_KLF5	39338	0.14381	2083	0.15589	2214	-0.0678	1.92228E-87	True
KLF12_MA0742.2	KLF12	MA0742.2	C_KLF5	30862	0.11063	1292	0.12075	1444	-0.08266	1.99445E-81	True
RFX3_MA0798.3	RFX3	MA0798.3	C_RFX1	4907	0.244	358	0.23484	361	-0.0375	7.31635E-29	False
BHLHE22_MA0818.2	BHLHE22	MA0818.2	C_ATOH7	2205	0.42737	250	0.36058	218	0.01985	3.34281E-02	False
HES5_MA0821.2	HES5	MA0821.2	C_HES1	2616	0.0919	86	0.06894	69	0.02026	2.55420E-04	False
TFE3_MA0831.3	TFE3	MA0831.3	C_BHLHE41	4595	0.06871	118	0.06555	118	-0.05914	3.21888E-31	False
CDX1_MA0878.3	CDX1	MA0878.3	C_HOXA10	8007	0.10478	308	0.08612	240	0.06099	2.46274E-42	False
DUXA_MA0884.2	DUXA	MA0884.2	C_DUXA	3888	0.22567	311	0.19573	280	0.03393	2.67346E-22	False
KLF10_MA1511.2	KLF10	MA1511.2	C_KLF5	37239	0.14093	1935	0.15216	2040	-0.06389	1.28607E-86	True
NR1D2_MA1532.2	NR1D2	MA1532.2	C_NR1D1	8461	0.22235	680	0.20862	628	-0.01442	1.06604E-11	False
PITX2_MA1547.2	PITX2	MA1547.2	C_RHOXF1	5754	0.04015	110	0.03539	84	0.03051	1.30847E-05	False
SOX18_MA1563.2	SOX18	MA1563.2	C_SOX8	6473	0.09764	247	0.09362	211	-0.05893	2.56611E-38	False
Thap11_MA1573.2	Thap11	MA1573.2	C_Thap11	11125	0.13464	530	0.12089	470	0.04116	1.96966E-29	False
ZNF75D_MA1601.2	ZNF75D	MA1601.2	C_ZNF75D	11961	0.15729	729	0.14816	651	-0.01511	5.07055E-11	False
BACH1_MA1633.2	BACH1	MA1633.2	C_FOSL1	16911	0.05869	427	0.05578	380	0.01278	3.19650E-09	False
mix-a_MA0621.2	mix-a	MA0621.2	C_VAX2	2453	0.05017	43	0.04035	42	0.04033	3.07659E-08	False
ARNTHIF1A_MA0259.2	ARNT::HIF1A	MA0259.2	C_Mlxip	27576	0.08588	811	0.082	740	-0.02991	5.45503E-34	False
Pgr_MA2323.1	Pgr	MA2323.1	C_Pgr	11206	0.07753	345	0.0675	313	0.03157	1.41429E-28	False
Ddit3Cebpa_MA0019.2	Ddit3::Cebpa	MA0019.2	C_Ddit3::Cebpa	4862	0.19128	292	0.19139	287	-0.07143	1.48232E-48	False
Foxq1_MA0040.2	Foxq1	MA0040.2	C_Foxq1	11324	0.06447	272	0.0545	217	0.05271	6.94384E-36	False
HOXB1_MA2093.1	HOXB1	MA2093.1	C_VAX2	3303	0.05947	70	0.04399	51	0.13422	5.72933E-42	True
PAX8_MA2094.1	PAX8	MA2094.1	C_PAX9	2948	0.07546	78	0.08223	75	-0.07551	3.35983E-29	False
ZNF524_MA2096.1	ZNF524	MA2096.1	C_ZNF524	5026	0.24372	395	0.23435	414	-0.03006	1.63511E-21	False
ZNF75A_MA2097.1	ZNF75A	MA2097.1	C_ZNF75A	12202	0.10401	458	0.10226	419	-0.04229	5.96223E-29	False
ZNF766_MA2098.1	ZNF766	MA2098.1	C_ZNF766	15909	0.07917	509	0.06303	419	0.06285	7.40576E-48	False
ZNF770_MA2099.1	ZNF770	MA2099.1	C_ZNF770	18196	0.03764	276	0.03893	278	-0.04987	2.09614E-29	False
ZSCAN16_MA2100.1	ZSCAN16	MA2100.1	C_ZSCAN16	9510	0.09005	296	0.09198	298	-0.0357	4.36022E-22	False
ZNF677_MA2101.1	ZNF677	MA2101.1	C_ZNF677	15333	0.06014	353	0.05618	328	-0.00246	8.78037E-03	False
ZBTB17_MA2102.1	ZBTB17	MA2102.1	C_ZBTB17	1514	0.04167	29	0.04857	30	-0.11151	8.99595E-24	True
FOXP4_MA2117.1	FOXP4	MA2117.1	C_FOXD1	7327	0.15255	395	0.14673	351	-0.02214	1.74170E-19	False
FOXS1_MA2118.1	FOXS1	MA2118.1	C_FOXD1	10300	0.17538	559	0.16322	483	0.02102	1.36390E-13	False
HOXA3_MA2119.1	HOXA3	MA2119.1	C_VAX2	3303	0.05947	70	0.04399	51	0.13422	5.72933E-42	True
ZNF184_MA2120.1	ZNF184	MA2120.1	C_ZNF184	15280	0.10069	634	0.09226	530	0.02903	1.52717E-28	False
ZNF213_MA2121.1	ZNF213	MA2121.1	C_ZNF213	25017	0.08916	822	0.08989	809	-0.01638	2.10009E-12	False
BCL11A_MA2324.1	BCL11A	MA2324.1	C_BCL11A	7504	0.1263	351	0.10834	304	0.02611	3.84942E-15	False
EPAS1_MA2325.1	EPAS1	MA2325.1	C_HIF1A	2210	0.16256	109	0.17113	108	-0.1146	3.17778E-38	True
IKZF2_MA2326.1	IKZF2	MA2326.1	C_IKZF2	79470	0.16716	4917	0.14629	4304	0.03499	7.51389E-72	True
PGR_MA2327.1	PGR	MA2327.1	C_PGR	6668	0.0772	192	0.06818	176	0.04007	1.63126E-19	False
ZBED4_MA2328.1	ZBED4	MA2328.1	C_ZBED4	23896	0.04576	450	0.0544	508	-0.10397	1.30752E-68	True
ZBTB11_MA2329.1	ZBTB11	MA2329.1	C_GABPA	16816	0.17311	1163	0.1509	991	0.04699	7.69088E-50	False
ZBTB24_MA2330.1	ZBTB24	MA2330.1	C_ZBTB24	19160	0.18706	1245	0.18379	1204	-0.00492	4.42234E-07	False
ZNF157_MA2331.1	ZNF157	MA2331.1	C_ZNF157	7322	0.36391	817	0.3363	717	-0.00901	3.06183E-08	False
ZNF175_MA2332.1	ZNF175	MA2332.1	C_GABPA	33993	0.11757	1540	0.10003	1285	0.06331	9.70437E-71	True
ZNF35_MA2333.1	ZNF35	MA2333.1	C_ZNF35	5306	0.08748	163	0.08296	155	-0.02939	2.91156E-16	False
ZNF547_MA2334.1	ZNF547	MA2334.1	C_ZNF547	7689	0.05632	174	0.04887	146	0.03438	8.80571E-14	False
ZNF558_MA2335.1	ZNF558	MA2335.1	C_ZNF558	20370	0.07185	559	0.06423	470	0.01383	1.96311E-18	False
ZSCAN21_MA2336.1	ZSCAN21	MA2336.1	C_ZSCAN21	6854	0.0544	148	0.04911	140	0.0438	2.16459E-18	False
FEZF2_MA2341.1	FEZF2	MA2341.1	C_FEZF2	23214	0.18661	1328	0.17424	1268	-0.01338	1.27768E-15	False
ALX3_MA0634.2	ALX3	MA0634.2	C_VAX2	4821	0.05167	103	0.04244	81	0.0847	4.34315E-31	True
TBX21_MA0690.3	TBX21	MA0690.3	C_TBX2	7220	0.07749	179	0.06727	172	-0.01616	1.45373E-07	False
ARGFX_MA1463.2	ARGFX	MA1463.2	C_VAX2	3811	0.04153	69	0.03579	60	0.0408	9.80858E-08	False
ARNT2_MA1464.2	ARNT2	MA1464.2	C_Mlxip	4344	0.0757	138	0.06627	115	5e-05	5.90159E-01	False
ASCL1_MA1100.3	ASCL1	MA1100.3	C_Twist2	7511	0.04719	127	0.04869	141	-0.10694	6.74697E-49	True
